,Name,POS,Age,HT,WT,Exp,College,team
994,Jacob Tuioti-Mariner91,DT,23,"6' 2""",285 lbs,2,UCLA,Falcons
995,Deion Jones45,LB,25,"6' 1""",222 lbs,5,LSU,Falcons
996,Foyesade Oluokun54,LB,24,"6' 2""",215 lbs,3,Yale,Falcons
997,LaRoy Reynolds59,LB,29,"6' 1""",228 lbs,8,Virginia,Falcons
998,Edmond Robinson46,LB,28,"6' 3""",245 lbs,4,Newberry,Falcons
999,Ahmad Thomas52,LB,25,"6' 0""",227 lbs,1,Oklahoma,Falcons
1000,Mykal Walker43,LB,22,"6' 3""",230 lbs,R,Fresno State,Falcons
1001,Jordan Williams,LB,--,"6' 0""",223 lbs,R,Baylor,Falcons
1002,Bryson Young,LB,--,"6' 5""",248 lbs,R,Oregon,Falcons
1003,Delrick Abrams Jr.,CB,--,"6' 3""",180 lbs,R,Colorado,Falcons
1004,Rojesterman Farris II,CB,--,"6' 1""",180 lbs,R,Hawai'i',Falcons
1005,Tyler Hall9,CB,--,"5' 10""",190 lbs,R,Wyoming,Falcons
1006,Josh Hawkins29,CB,27,"5' 10""",190 lbs,4,East Carolina,Falcons
1007,Isaiah Oliver26,CB,23,"6' 0""",210 lbs,3,Colorado,Falcons
1008,Kendall Sheffield20,CB,23,"5' 10""",212 lbs,2,Ohio State,Falcons
1009,A.J. Terrell24,CB,21,"6' 1""",190 lbs,R,Clemson,Falcons
1010,Blidi Wreh-Wilson33,CB,30,"6' 1""",190 lbs,8,Connecticut,Falcons
1011,Ricardo Allen37,S,28,"5' 9""",186 lbs,6,Purdue,Falcons
1012,Jamal Carter35,S,26,"6' 1""",215 lbs,4,Miami (FL),Falcons
1013,Chris Cooper34,S,26,"5' 10""",202 lbs,1,Stony Brook,Falcons
1014,Jaylinn Hawkins32,S,22,"6' 2""",210 lbs,R,California,Falcons
1015,Damontae Kazee27,S,26,"5' 11""",174 lbs,4,San Diego State,Falcons
1016,Keanu Neal22,S,24,"6' 0""",211 lbs,5,Florida,Falcons
1017,Sharrod Neasman41,S,28,"6' 0""",198 lbs,5,Florida Atlantic,Falcons
1018,C.J. Reavis39,S,24,"6' 0""",198 lbs,1,Marshall,Falcons
1019,Ray Wilborn,S,23,"6' 4""",224 lbs,R,Ball State,Falcons
1020,Brian Burns53,DE,22,"6' 5""",250 lbs,2,Florida State,Panthers
1021,Yetur Gross-Matos97,DE,22,"6' 5""",264 lbs,R,Penn State,Panthers
1022,Marquis Haynes98,DE,26,"6' 2""",235 lbs,3,Ole Miss,Panthers
1023,Wes Horton96,DE,30,"6' 5""",265 lbs,8,USC,Panthers
1024,Zach Kerr92,DE,29,"6' 2""",334 lbs,7,Delaware,Panthers
1025,Efe Obada94,DE,28,"6' 6""",265 lbs,3,--,Panthers
1026,Austrian Robinson,DE,24,"6' 4""",300 lbs,R,Ole Miss,Panthers
1027,Chris Smith50,DE,28,"6' 1""",266 lbs,6,Arkansas,Panthers
1028,Stephen Weatherly91,DE,26,"6' 5""",265 lbs,5,Vanderbilt,Panthers
1029,Myles Adams,DT,--,"6' 2""",285 lbs,R,Rice,Panthers
1030,Derrick Brown95,DT,22,"6' 4""",318 lbs,R,Auburn,Panthers
1031,Woodrow Hamilton78,DT,27,"6' 3""",315 lbs,2,Ole Miss,Panthers
1032,DaVonte Lambert,DT,25,"6' 2""",282 lbs,3,Auburn,Panthers
1033,Bravvion Roy93,DT,22,"6' 1""",332 lbs,R,Baylor,Panthers
1034,Kawann Short99,DT,31,"6' 3""",315 lbs,8,Purdue,Panthers
1035,Jermaine Carter56,LB,25,"6' 1""",225 lbs,3,Maryland,Panthers
1036,Jason Ferris,LB,--,"6' 3""",220 lbs,R,--,Panthers
1037,Sam Franklin,LB,--,"6' 3""",210 lbs,R,Temple,Panthers
1038,Jordan Kunaszyk43,LB,23,"6' 3""",235 lbs,2,California,Panthers
1039,Jordan Mack,LB,22,"6' 2""",230 lbs,R,Virginia,Panthers
1040,Christian Miller55,LB,23,"6' 3""",245 lbs,2,Alabama,Panthers
1041,Chris Orr,LB,--,"6' 0""",224 lbs,R,Wisconsin,Panthers
1042,David Reese II,LB,--,"6' 1""",239 lbs,R,Florida,Panthers
1043,Andre Smith57,LB,23,"6' 0""",240 lbs,3,North Carolina,Panthers
1044,Sione Teuhema46,LB,24,"6' 4""",250 lbs,1,Southeastern Louisiana,Panthers
1045,Shaq Thompson54,LB,26,"6' 0""",230 lbs,6,Washington,Panthers
1046,Tahir Whitehead52,LB,30,"6' 1""",241 lbs,9,Temple,Panthers
1047,Corn Elder29,CB,25,"5' 10""",185 lbs,4,Miami (FL),Panthers
1048,Myles Hartsfield15,CB,22,"5' 11""",211 lbs,R,Ole Miss,Panthers
1049,Donte Jackson26,CB,24,"5' 10""",180 lbs,3,LSU,Panthers
1050,Natrell Jamerson30,CB,24,"5' 11""",200 lbs,3,Wisconsin,Panthers
1051,Troy Pride Jr.25,CB,22,"5' 11""",194 lbs,R,Notre Dame,Panthers
1052,Derrek Thomas,CB,25,"6' 3""",190 lbs,R,Baylor,Panthers
1053,Stantley Thomas-Oliver III23,CB,21,"6' 2""",184 lbs,R,Florida International,Panthers
1054,Quin Blanding37,S,24,"6' 2""",210 lbs,1,Virginia,Panthers
1055,Tre Boston33,S,27,"6' 1""",205 lbs,7,North Carolina,Panthers
1056,Juston Burris31,S,26,"6' 0""",212 lbs,5,North Carolina State,Panthers
1057,Jeremy Chinn21,S,22,"6' 3""",219 lbs,R,Southern Illinois,Panthers
1058,T.J. Green24,S,25,"6' 3""",215 lbs,3,Clemson,Panthers
1059,Cole Luke32,S,24,"5' 11""",200 lbs,3,Notre Dame,Panthers
1060,Kenny Robinson27,S,21,"6' 2""",198 lbs,1,West Virginia,Panthers
1061,Gus Cumberlander,DE,--,"6' 7""",256 lbs,R,Oregon,Saints
1062,Jalen Dalton77,DE,22,"6' 6""",300 lbs,1,North Carolina,Saints
1063,Marcus Davenport92,DE,23,"6' 6""",265 lbs,3,UTSA,Saints
1064,Mario Edwards Jr.97,DE,26,"6' 3""",280 lbs,6,Florida State,Saints
1065,Carl Granderson96,DE,23,"6' 5""",261 lbs,2,Wyoming,Saints
1066,Trey Hendrickson91,DE,25,"6' 4""",270 lbs,4,Florida Atlantic,Saints
1067,Margus Hunt,DE,32,"6' 8""",295 lbs,8,SMU,Saints
1068,Cameron Jordan94,DE,30,"6' 4""",287 lbs,10,California,Saints
1069,Mitchell Loewen70,DE,27,"6' 5""",275 lbs,3,Arkansas,Saints
1070,Malcolm Roach32,DE,21,"6' 3""",290 lbs,R,Texas,Saints
1071,Noah Spence57,DE,26,"6' 2""",251 lbs,5,Eastern Kentucky,Saints
1072,Malcom Brown90,DT,26,"6' 2""",320 lbs,6,Texas,Saints
1073,David Onyemata93,DT,27,"6' 4""",300 lbs,5,Manitoba,Saints
1074,Sheldon Rankins98,DT,26,"6' 2""",305 lbs,5,Louisville,Saints
1075,Taylor Stallworth95,DT,24,"6' 2""",305 lbs,2,South Carolina,Saints
1076,Shy Tuttle99,DT,24,"6' 3""",300 lbs,2,Tennessee,Saints
1077,Kiko Alonso54,LB,29,"6' 3""",239 lbs,8,Oregon,Saints
1078,Alex Anzalone47,LB,25,"6' 3""",241 lbs,4,Florida,Saints
1079,Joe Bachie,LB,22,"6' 2""",231 lbs,R,Michigan State,Saints
1080,Zack Baun53,LB,23,"6' 3""",240 lbs,R,Wisconsin,Saints
1081,Demario Davis56,LB,31,"6' 2""",248 lbs,9,Arkansas State,Saints
1082,Andrew Dowell50,LB,23,"6' 1""",225 lbs,1,Michigan State,Saints
1083,Kaden Elliss55,LB,24,"6' 2""",238 lbs,2,Idaho,Saints
1084,Chase Hansen42,LB,26,"6' 3""",222 lbs,1,Utah,Saints
1085,Craig Robertson52,LB,32,"6' 1""",234 lbs,9,North Texas,Saints
1086,Johnson Bademosi29,CB,29,"6' 0""",219 lbs,9,Stanford,Saints
1087,Tino Ellis,CB,--,"6' 1""",195 lbs,R,Maryland,Saints
1088,Justin Hardee34,CB,26,"6' 1""",200 lbs,4,Illinois,Saints
1089,Janoris Jenkins20,CB,31,"5' 10""",190 lbs,9,North Alabama,Saints
1090,Marshon Lattimore23,CB,23,"6' 0""",192 lbs,4,Ohio State,Saints
1091,Deatrick Nichols35,CB,25,"5' 10""",189 lbs,2,South Florida,Saints
1092,Patrick Robinson21,CB,32,"5' 11""",191 lbs,11,Florida State,Saints
1093,Keith Washington Jr.,CB,--,"6' 1""",180 lbs,R,West Virginia,Saints
1094,P.J. Williams26,CB,26,"6' 0""",196 lbs,6,Florida State,Saints
1095,C.J. Gardner-Johnson22,S,22,"5' 11""",210 lbs,2,Florida,Saints
1096,J.T. Gray48,S,24,"6' 0""",202 lbs,3,Mississippi State,Saints
1097,Saquan Hampton33,S,24,"6' 1""",206 lbs,2,Rutgers,Saints
1098,Malcolm Jenkins27,S,32,"6' 0""",204 lbs,12,Ohio State,Saints
1099,Chris Johnson31,S,24,"6' 3""",200 lbs,1,North Alabama,Saints
1100,D.J. Swearinger36,S,28,"5' 10""",205 lbs,8,South Carolina,Saints
1101,Marcus Williams43,S,23,"6' 1""",195 lbs,4,Utah,Saints
1102,William Gholston92,DE,28,"6' 6""",281 lbs,8,Michigan State,Buccaneers
1103,Patrick O'Connor79,DE,26,"6' 4""",270 lbs,2,Eastern Michigan,Buccaneers
1104,Nasir Player,DE,--,"6' 5""",271 lbs,R,East Tennessee State,Buccaneers
1105,Khalil Davis94,DT,23,"6' 2""",315 lbs,R,Nebraska,Buccaneers
1106,Jeremiah Ledbetter95,DT,25,"6' 3""",295 lbs,2,Arkansas,Buccaneers
1107,Rakeem Nunez-Roches56,DT,26,"6' 2""",307 lbs,6,Southern Miss,Buccaneers
1108,Ndamukong Suh93,DT,33,"6' 4""",313 lbs,11,Nebraska,Buccaneers
1109,Vita Vea50,DT,25,"6' 4""",347 lbs,3,Washington,Buccaneers
1110,Shaquil Barrett58,LB,27,"6' 2""",250 lbs,7,Colorado State,Buccaneers
1111,Kendell Beckwith51,LB,25,"6' 2""",243 lbs,2,LSU,Buccaneers
1112,Quinton Bell57,LB,23,"6' 4""",253 lbs,1,Prairie View A&M,Buccaneers
1113,Jack Cichy48,LB,23,"6' 2""",238 lbs,3,Wisconsin,Buccaneers
1114,Kahzin Daniels41,LB,24,"6' 4""",240 lbs,2,Charleston Univ,Buccaneers
1115,Lavonte David54,LB,30,"6' 1""",233 lbs,9,Nebraska,Buccaneers
1116,Noah Dawkins52,LB,22,"6' 1""",235 lbs,2,Citadel,Buccaneers
1117,Kevin Minter51,LB,29,"6' 0""",246 lbs,8,LSU,Buccaneers
1118,Anthony Nelson98,LB,23,"6' 7""",271 lbs,2,Iowa,Buccaneers
1119,Jason Pierre-Paul90,LB,31,"6' 5""",275 lbs,11,South Florida,Buccaneers
1120,Chapelle Russell53,LB,23,"6' 1""",230 lbs,R,Temple,Buccaneers
1121,Devin White45,LB,22,"6' 0""",237 lbs,2,LSU,Buccaneers
1122,Carlton Davis24,CB,23,"6' 1""",206 lbs,3,Auburn,Buccaneers
1123,Jamel Dean35,CB,23,"6' 1""",206 lbs,2,Auburn,Buccaneers
1124,Herb Miller28,CB,22,"6' 2""",190 lbs,1,Florida Atlantic,Buccaneers
1125,Sean Murphy-Bunting23,CB,22,"6' 0""",195 lbs,2,Central Michigan,Buccaneers
1126,Ryan Smith29,CB,26,"5' 11""",189 lbs,5,North Carolina Central,Buccaneers
1127,M.J. Stewart36,CB,24,"5' 11""",200 lbs,3,North Carolina,Buccaneers
1128,Mazzi Wilkins37,CB,24,"6' 0""",191 lbs,2,South Florida,Buccaneers
1129,Andrew Adams26,S,27,"5' 11""",205 lbs,5,Connecticut,Buccaneers
1130,D'Cota Dixon38,S,25,"5' 10""",204 lbs,2,Wisconsin,Buccaneers
1131,Mike Edwards34,S,23,"5' 10""",205 lbs,2,Kentucky,Buccaneers
1132,Justin Evans21,S,24,"6' 0""",199 lbs,4,Texas A&M,Buccaneers
1133,Deiondre' Hall32,S,25,"6' 2""",206 lbs,3,Northern Iowa,Buccaneers
1134,Jordan Whitehead33,S,23,"5' 10""",198 lbs,3,Pittsburgh,Buccaneers
1135,Antoine Winfield Jr.31,S,21,"5' 10""",205 lbs,R,Minnesota,Buccaneers
1136,Zach Allen94,DE,22,"6' 5""",285 lbs,2,Boston College,Cardinals
1137,Jonathan Bullard90,DE,26,"6' 3""",296 lbs,5,Florida,Cardinals
1138,Michael Dogbe91,DE,23,"6' 3""",280 lbs,2,Temple,Cardinals
1139,Jordan Phillips97,DE,27,"6' 6""",341 lbs,6,Oklahoma,Cardinals
1140,Adam Shuler,DE,--,"6' 4""",275 lbs,R,Florida,Cardinals
1141,Miles Brown72,DT,22,"6' 2""",320 lbs,2,Wofford,Cardinals
1142,T.J. Carter,DT,--,"6' 4""",289 lbs,R,Kentucky,Cardinals
1143,Trevon Coley93,DT,25,"6' 1""",310 lbs,4,Florida Atlantic,Cardinals
1144,Leki Fotu95,DT,--,"6' 4""",335 lbs,R,Utah,Cardinals
1145,Rashard Lawrence92,DT,21,"6' 2""",308 lbs,R,LSU,Cardinals
1146,Corey Peters98,DT,31,"6' 3""",335 lbs,11,Kentucky,Cardinals
1147,De'Vondre Campbell59,LB,26,"6' 3""",232 lbs,5,Minnesota,Cardinals
1148,Vontarrius Dora54,LB,27,"6' 4""",256 lbs,1,Louisiana Tech,Cardinals
1149,Kylie Fitts49,LB,25,"6' 4""",260 lbs,2,Utah,Cardinals
1150,Dennis Gardeck45,LB,25,"6' 0""",232 lbs,3,Sioux Falls,Cardinals
1151,Jordan Hicks58,LB,27,"6' 1""",236 lbs,6,Texas,Cardinals
1152,Chandler Jones55,LB,30,"6' 5""",255 lbs,9,Syracuse,Cardinals
1153,Devon Kennard42,LB,28,"6' 3""",256 lbs,7,USC,Cardinals
1154,Haason Reddick43,LB,25,"6' 1""",235 lbs,4,Temple,Cardinals
1155,Isaiah Simmons48,LB,21,"6' 4""",230 lbs,R,Clemson,Cardinals
1156,Ezekiel Turner47,LB,23,"6' 2""",214 lbs,3,Washington,Cardinals
1157,Tanner Vallejo51,LB,25,"6' 1""",230 lbs,4,Boise State,Cardinals
1158,Reggie Walker,LB,24,"6' 2""",250 lbs,R,Kansas State,Cardinals
1159,Evan Weaver50,LB,21,"6' 2""",235 lbs,R,California,Cardinals
1160,Robert Alford23,CB,31,"5' 10""",186 lbs,8,Southeastern Louisiana,Cardinals
1161,Andre Chachere22,CB,24,"6' 0""",200 lbs,1,San Jose State,Cardinals
1162,Jalen Davis30,CB,24,"5' 10""",185 lbs,1,Utah State,Cardinals
1163,Chris Jones25,CB,24,"6' 0""",200 lbs,2,Nebraska,Cardinals
1164,Zane Lewis6,CB,--,"6' 1""",190 lbs,R,Air Force,Cardinals
1165,Byron Murphy Jr.33,CB,22,"5' 11""",190 lbs,2,Washington,Cardinals
1166,Patrick Peterson21,CB,29,"6' 1""",203 lbs,10,LSU,Cardinals
1167,Sojourn Shelton36,CB,25,"5' 9""",168 lbs,1,Wisconsin,Cardinals
1168,Duke Thomas20,CB,25,"5' 10""",192 lbs,2,Texas,Cardinals
1169,Jace Whittaker,CB,--,"5' 11""",185 lbs,R,Arizona,Cardinals
1170,Jarren Williams,CB,--,"5' 10""",187 lbs,R,Albany,Cardinals
1171,Bejour Wilson,CB,--,"5' 11""",170 lbs,R,Liberty,Cardinals
1172,Budda Baker32,S,24,"5' 10""",195 lbs,4,Washington,Cardinals
1173,Chris Banjo31,S,30,"5' 10""",207 lbs,7,SMU,Cardinals
1174,Reggie Floyd,S,--,"6' 0""",222 lbs,R,Virginia Tech,Cardinals
1175,Deionte Thompson35,S,23,"6' 1""",195 lbs,2,Alabama,Cardinals
1176,Jalen Thompson34,S,21,"5' 11""",190 lbs,2,Washington State,Cardinals
1177,Charles Washington28,S,27,"5' 10""",192 lbs,4,Fresno State,Cardinals
1178,Eric Banks,DE,22,"6' 5""",240 lbs,R,UTSA,Rams
1179,Jachai Polite95,DE,22,"6' 2""",242 lbs,1,Florida,Rams
1180,Sam Renner,DE,--,"6' 4""",275 lbs,R,Minnesota,Rams
1181,Jonah Williams,DE,24,"6' 5""",275 lbs,R,Weber State,Rams
1182,Michael Brockers90,DT,29,"6' 5""",305 lbs,9,LSU,Rams
1183,Marquise Copeland93,DT,22,"6' 2""",287 lbs,1,Cincinnati,Rams
1184,Aaron Donald99,DT,28,"6' 1""",280 lbs,7,Pittsburgh,Rams
1185,Greg Gaines91,DT,23,"6' 1""",312 lbs,2,Washington,Rams
1186,Michael Hoecht,DT,--,"6' 4""",310 lbs,R,Brown,Rams
1187,Sebastian Joseph-Day69,DT,25,"6' 4""",310 lbs,3,Rutgers,Rams
1188,A'Shawn Robinson91,DT,25,"6' 4""",330 lbs,5,Alabama,Rams
1189,Tanzel Smart92,DT,25,"6' 1""",295 lbs,4,Tulane,Rams
1190,Daniel Bituli,LB,22,"6' 3""",252 lbs,R,Tennessee,Rams
1191,Josh Carraway42,LB,26,"6' 3""",242 lbs,3,TCU,Rams
1192,Samson Ebukam50,LB,24,"6' 3""",245 lbs,4,Eastern Washington,Rams
1193,Leonard Floyd94,LB,27,"6' 5""",240 lbs,5,Georgia,Rams
1194,Travin Howard48,LB,23,"6' 1""",219 lbs,2,TCU,Rams
1195,Clay Johnston58,LB,--,"6' 1""",232 lbs,R,Baylor,Rams
1196,Micah Kiser59,LB,25,"6' 0""",244 lbs,3,Virginia,Rams
1197,Justin Lawler53,LB,25,"6' 4""",265 lbs,3,SMU,Rams
1198,Terrell Lewis52,LB,21,"6' 5""",258 lbs,R,Alabama,Rams
1199,Bryan London II,LB,--,"6' 2""",232 lbs,R,Texas State,Rams
1200,Ogbonnia Okoronkwo45,LB,25,"6' 2""",253 lbs,3,Oklahoma,Rams
1201,Natrez Patrick57,LB,22,"6' 3""",242 lbs,2,Georgia,Rams
1202,Greg Reaves,LB,23,"6' 2""",241 lbs,R,South Florida,Rams
1203,Troy Reeder51,LB,25,"6' 3""",245 lbs,2,Delaware,Rams
1204,Christian Rozeboom,LB,--,"6' 2""",230 lbs,R,South Dakota,Rams
1205,Kenny Young41,LB,25,"6' 1""",234 lbs,3,UCLA,Rams
1206,Adonis Alexander36,CB,23,"6' 3""",205 lbs,2,Virginia Tech,Rams
1207,Donte Deayon21,CB,26,"5' 9""",159 lbs,4,Boise State,Rams
1208,Troy Hill22,CB,28,"5' 11""",183 lbs,5,Oregon,Rams
1209,Dayan Ghanwoloku Lake,CB,--,"5' 11""",200 lbs,R,BYU,Rams
1210,David Long Jr.25,CB,22,"5' 11""",196 lbs,2,Michigan,Rams
1211,Tyrique McGhee,CB,--,"5' 10""",187 lbs,R,Georgia,Rams
1212,Jalen Ramsey20,CB,25,"6' 1""",208 lbs,5,Florida State,Rams
1213,Levonta Taylor,CB,22,"5' 10""",190 lbs,R,Florida State,Rams
1214,Darious Williams31,CB,27,"5' 9""",187 lbs,3,UAB,Rams
1215,Terrell Burgess26,S,22,"5' 11""",192 lbs,R,Utah,Rams
1216,Jordan Fuller4,S,22,"6' 2""",205 lbs,R,Ohio State,Rams
1217,Jake Gervase39,S,24,"6' 1""",212 lbs,2,Iowa,Rams
1218,Juju Hughes,S,--,"5' 11""",188 lbs,R,Fresno State,Rams
1219,John Johnson III43,S,24,"6' 0""",209 lbs,4,Boston College,Rams
1220,Taylor Rapp24,S,22,"6' 0""",208 lbs,2,Washington,Rams
1221,Nick Scott33,S,24,"5' 11""",200 lbs,2,Penn State,Rams
1222,Arik Armstead91,DE,26,"6' 7""",290 lbs,6,Oregon,49ers
1223,Alex Barrett96,DE,26,"6' 3""",260 lbs,1,San Diego State,49ers
1224,Ronald Blair III98,DE,27,"6' 4""",270 lbs,5,Appalachian State,49ers
1225,Nick Bosa97,DE,22,"6' 4""",266 lbs,2,Ohio State,49ers
1226,Dee Ford55,DE,29,"6' 2""",252 lbs,7,Auburn,49ers
1227,Kerry Hyder92,DE,29,"6' 2""",275 lbs,5,Texas Tech,49ers
1228,Jonathan Kongbo61,DE,24,"6' 5""",256 lbs,1,Tennessee,49ers
1229,Kentavius Street95,DE,23,"6' 2""",287 lbs,2,North Carolina State,49ers
1230,Solomon Thomas94,DE,24,"6' 3""",280 lbs,4,Stanford,49ers
1231,Darrion Daniels65,DT,22,"6' 3""",325 lbs,R,Nebraska,49ers
1232,Kevin Givens90,DT,23,"6' 1""",285 lbs,1,Penn State,49ers
1233,Willie Henry69,DT,26,"6' 3""",288 lbs,3,Michigan,49ers
1234,D.J. Jones93,DT,25,"6' 0""",305 lbs,4,Ole Miss,49ers
1235,Javon Kinlaw99,DT,22,"6' 5""",315 lbs,R,South Carolina,49ers
1236,Ray Smith77,DT,23,"6' 1""",302 lbs,1,Boston College,49ers
1237,Jullian Taylor77,DT,25,"6' 5""",305 lbs,3,Temple,49ers
1238,Azeez Al-Shaair51,LB,22,"6' 2""",228 lbs,2,Florida Atlantic,49ers
1239,Kwon Alexander56,LB,25,"6' 1""",227 lbs,6,LSU,49ers
1240,Joey Alfieri50,LB,24,"6' 2""",226 lbs,1,Stanford,49ers
1241,Demetrius Flannigan-Fowles45,LB,23,"6' 2""",210 lbs,1,Arizona,49ers
1242,Dre Greenlaw57,LB,22,"6' 0""",230 lbs,2,Arkansas,49ers
1243,Jonas Griffith47,LB,--,"6' 4""",250 lbs,R,Indiana State,49ers
1244,Mark Nzeocha53,LB,30,"6' 3""",235 lbs,6,Wyoming,49ers
1245,Joe Walker59,LB,27,"6' 2""",236 lbs,5,Oregon,49ers
1246,Fred Warner54,LB,23,"6' 3""",230 lbs,3,BYU,49ers
1247,DeMarkus Acy49,CB,22,"6' 2""",195 lbs,R,Missouri,49ers
1248,Tim Harris35,CB,24,"6' 1""",205 lbs,2,Virginia,49ers
1249,Dontae Johnson27,CB,28,"6' 2""",200 lbs,7,North Carolina State,49ers
1250,Jermaine Kelly Jr.48,CB,25,"6' 1""",204 lbs,2,San Jose State,49ers
1251,Emmanuel Moseley41,CB,24,"5' 11""",190 lbs,3,Tennessee,49ers
1252,D.J. Reed Jr.32,CB,23,"5' 9""",199 lbs,3,Kansas State,49ers
1253,Richard Sherman25,CB,32,"6' 3""",205 lbs,10,Stanford,49ers
1254,Teez Tabor40,CB,24,"6' 0""",201 lbs,3,Florida,49ers
1255,Jason Verrett22,CB,28,"5' 10""",188 lbs,7,TCU,49ers
1256,Jimmie Ward20,CB,28,"5' 11""",195 lbs,7,Northern Illinois,49ers
1257,K'Waun Williams24,CB,28,"5' 9""",185 lbs,6,Pittsburgh,49ers
1258,Ahkello Witherspoon23,CB,25,"6' 3""",195 lbs,4,Colorado,49ers
1259,Chris Edwards46,S,27,"6' 1""",218 lbs,1,Idaho,49ers
1260,Marcell Harris36,S,25,"6' 0""",208 lbs,3,Florida,49ers
1261,Derrick Kindred38,S,26,"5' 10""",210 lbs,3,TCU,49ers
1262,Jared Mayden43,S,21,"6' 0""",205 lbs,R,Alabama,49ers
1263,Tarvarius Moore33,S,23,"6' 2""",200 lbs,3,Southern Miss,49ers
1264,Ronnell Perkins,S,--,"6' 0""",205 lbs,R,Missouri,49ers
1265,Jaquiski Tartt29,S,28,"6' 1""",215 lbs,6,Samford,49ers
1266,L.J. Collier95,DE,24,"6' 3""",291 lbs,2,TCU,Seahawks
1267,Rasheem Green98,DE,22,"6' 4""",279 lbs,3,USC,Seahawks
1268,Bruce Irvin51,DE,32,"6' 3""",258 lbs,9,West Virginia,Seahawks
1269,Branden Jackson93,DE,27,"6' 4""",295 lbs,4,Texas Tech,Seahawks
1270,Benson Mayowa91,DE,28,"6' 3""",265 lbs,8,Idaho,Seahawks
1271,Alton Robinson94,DE,--,"6' 3""",260 lbs,R,Syracuse,Seahawks
1272,Shakir Soto58,DE,26,"6' 3""",290 lbs,1,Pittsburgh,Seahawks
1273,Darrell Taylor19,DE,23,"6' 4""",255 lbs,R,Tennessee,Seahawks
1274,Josh Avery,DT,--,"6' 4""",320 lbs,R,Southeast Missouri State,Seahawks
1275,Demarcus Christmas67,DT,24,"6' 3""",302 lbs,2,Florida State,Seahawks
1276,Poona Ford97,DT,24,"5' 11""",310 lbs,3,Texas,Seahawks
1277,Nazair Jones92,DT,25,"6' 5""",292 lbs,4,North Carolina,Seahawks
1278,Bryan Mone79,DT,24,"6' 3""",345 lbs,1,Michigan,Seahawks
1279,Jarran Reed91,DT,27,"6' 3""",306 lbs,5,Alabama,Seahawks
1280,Marcus Webb,DT,--,"6' 3""",279 lbs,R,Troy,Seahawks
1281,Cody Barton57,LB,23,"6' 2""",237 lbs,2,Utah,Seahawks
1282,Jordyn Brooks1,LB,22,"6' 1""",245 lbs,R,Texas Tech,Seahawks
1283,Ben Burr-Kirven55,LB,22,"6' 0""",230 lbs,2,Washington,Seahawks
1284,Emmanuel Ellerbee52,LB,23,"6' 0""",230 lbs,3,Rice,Seahawks
1285,Shaquem Griffin49,LB,24,"6' 0""",227 lbs,3,UCF,Seahawks
1286,Eli Mencer,LB,--,"6' 1""",229 lbs,R,Albany,Seahawks
1287,Sutton Smith47,LB,24,"6' 0""",235 lbs,1,Northern Illinois,Seahawks
1288,Pita Taumoepenu59,LB,26,"6' 1""",245 lbs,2,Utah,Seahawks
1289,Bobby Wagner54,LB,29,"6' 0""",242 lbs,9,Utah State,Seahawks
1290,K.J. Wright50,LB,30,"6' 4""",246 lbs,10,Mississippi State,Seahawks
1291,Brian Allen40,CB,26,"6' 3""",215 lbs,3,Utah,Seahawks
1292,Quinton Dunbar23,CB,27,"6' 2""",202 lbs,5,Florida,Seahawks
1293,Tre Flowers21,CB,24,"6' 3""",203 lbs,3,Oklahoma State,Seahawks
1294,Shaquill Griffin26,CB,24,"6' 0""",198 lbs,4,UCF,Seahawks
1295,Gavin Heslop,CB,--,"6' 1""",200 lbs,R,Stony Brook,Seahawks
1296,Ryan Neal35,CB,24,"6' 3""",200 lbs,1,Southern Illinois,Seahawks
1297,Kemah Siverand,CB,--,"6' 1""",200 lbs,R,Oklahoma State,Seahawks
1298,Jayson Stanley,CB,23,"6' 2""",207 lbs,1,Georgia,Seahawks
1299,Linden Stephens32,CB,25,"6' 0""",193 lbs,1,Cincinnati,Seahawks
1300,Neiko Thorpe23,CB,30,"6' 2""",210 lbs,8,Auburn,Seahawks
1301,Ugo Amadi28,S,22,"5' 9""",201 lbs,2,Oregon,Seahawks
1302,Marquise Blair27,S,22,"6' 1""",196 lbs,2,Utah,Seahawks
1303,Quandre Diggs37,S,27,"5' 9""",198 lbs,6,Texas,Seahawks
1304,Lano Hill42,S,24,"6' 1""",216 lbs,4,Michigan,Seahawks
1305,Bradley McDougald30,S,29,"6' 1""",215 lbs,8,Kansas,Seahawks
1306,Chris Miller,S,--,"6' 0""",191 lbs,R,Baylor,Seahawks
1307,Debione Renfro,S,--,"6' 1""",198 lbs,R,Texas A&M,Seahawks
