,Rank,REC,REC_TGT,REC_YDS,REC_Y/R,REC_LG,REC_20+,REC_TD,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS/G,OWN,Year,PlayerID
1172,281,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Malik Taylor86
1173,286,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Malik Taylor86
1174,342,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Tom Kennedy85
1175,342,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Tom Kennedy85
1176,321,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Tom Kennedy85
1177,378,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Tom Kennedy85
1178,379,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Tom Kennedy85
1179,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Tom Kennedy85
1180,295,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Tom Kennedy85
1181,343,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Gunner Olszewski80
1182,313,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Gunner Olszewski80
1183,301,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Gunner Olszewski80
1184,402,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Gunner Olszewski80
1185,378,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Gunner Olszewski80
1186,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Gunner Olszewski80
1187,201,2,4,34,17.0,29,1,0,0,0,0,1,8,1.4,0.2,0.0%,2019,Gunner Olszewski80
1188,344,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Damion Willis15
1189,341,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Damion Willis15
1190,302,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Damion Willis15
1191,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Damion Willis15
1192,381,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Damion Willis15
1193,258,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Damion Willis15
1194,157,9,16,82,9.1,17,0,0,0,0,0,0,10,8.2,0.8,0.0%,2019,Damion Willis15
1195,345,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Ventell Bryant83
1196,343,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Ventell Bryant83
1197,304,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Ventell Bryant83
1198,379,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Ventell Bryant83
1199,372,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Ventell Bryant83
1200,260,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2018,Ventell Bryant83
1201,160,1,1,15,15.0,15,0,1,0,0,0,0,12,7.5,0.6,0.1%,2019,Ventell Bryant83
1202,346,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Spencer Schnell83
1203,348,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Spencer Schnell83
1204,339,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Spencer Schnell83
1205,386,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Spencer Schnell83
1206,359,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Spencer Schnell83
1207,295,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Spencer Schnell83
1208,298,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Spencer Schnell83
1209,347,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Darrius Shepherd9
1210,340,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Darrius Shepherd9
1211,334,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Darrius Shepherd9
1212,380,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Darrius Shepherd9
1213,371,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Darrius Shepherd9
1214,290,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Darrius Shepherd9
1215,526,1,2,1,1.0,1,0,0,0,0,0,1,6,-1.9,-0.3,0.0%,2019,Darrius Shepherd9
1216,348,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Thomas Ives14
1217,344,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Thomas Ives14
1218,336,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Thomas Ives14
1219,381,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Thomas Ives14
1220,360,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Thomas Ives14
1221,292,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Thomas Ives14
1222,296,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Thomas Ives14
1223,349,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Sean Modster14
1224,346,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Sean Modster14
1225,337,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Sean Modster14
1226,383,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Sean Modster14
1227,361,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Sean Modster14
1228,293,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Sean Modster14
1229,297,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Sean Modster14
1230,351,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Juwan Johnson6
1231,409,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Juwan Johnson6
1232,408,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Juwan Johnson6
1233,488,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Juwan Johnson6
1234,427,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Juwan Johnson6
1235,364,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Juwan Johnson6
1236,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Juwan Johnson6
1237,353,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Rashad Medaris
1238,368,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Rashad Medaris
1239,361,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Rashad Medaris
1240,298,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Rashad Medaris
1241,287,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Rashad Medaris
1242,317,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Rashad Medaris
1243,322,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Rashad Medaris
1244,354,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,TreVontae Hights
1245,352,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,TreVontae Hights
1246,370,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,TreVontae Hights
1247,304,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,TreVontae Hights
1248,286,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,TreVontae Hights
1249,326,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,TreVontae Hights
1250,306,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,TreVontae Hights
1251,355,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chris Rowland3
1252,353,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chris Rowland3
1253,352,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chris Rowland3
1254,303,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Chris Rowland3
1255,293,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Chris Rowland3
1256,308,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Chris Rowland3
1257,307,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Chris Rowland3
1258,356,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jalen McCleskey
1259,354,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jalen McCleskey
1260,353,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jalen McCleskey
1261,302,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jalen McCleskey
1262,298,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jalen McCleskey
1263,309,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jalen McCleskey
1264,308,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jalen McCleskey
1265,357,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Juwan Green
1266,355,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Juwan Green
1267,354,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Juwan Green
1268,301,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Juwan Green
1269,297,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Juwan Green
1270,310,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Juwan Green
1271,309,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Juwan Green
1272,360,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Derrick Dillon
1273,351,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Derrick Dillon
1274,358,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Derrick Dillon
1275,281,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Derrick Dillon
1276,292,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Derrick Dillon
1277,314,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Derrick Dillon
1278,305,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Derrick Dillon
1279,361,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jermiah Braswell
1280,369,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jermiah Braswell
1281,383,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jermiah Braswell
1282,307,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jermiah Braswell
1283,252,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jermiah Braswell
1284,339,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jermiah Braswell
1285,323,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jermiah Braswell
1286,362,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Rysen John
1287,359,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Rysen John
1288,359,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Rysen John
1289,207,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Rysen John
1290,291,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Rysen John
1291,315,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Rysen John
1292,313,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Rysen John
1293,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Manasseh Bailey13
1294,361,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Manasseh Bailey13
1295,351,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Manasseh Bailey13
1296,202,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Manasseh Bailey13
1297,282,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Manasseh Bailey13
1298,307,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Manasseh Bailey13
1299,315,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Manasseh Bailey13
1300,365,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Zimari Manning
1301,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Zimari Manning
1302,362,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Zimari Manning
1303,213,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Zimari Manning
1304,280,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Zimari Manning
1305,318,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Zimari Manning
1306,317,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Zimari Manning
1307,366,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kendall Hinton
1308,364,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kendall Hinton
1309,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kendall Hinton
1310,197,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Kendall Hinton
1311,245,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Kendall Hinton
1312,319,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kendall Hinton
1313,318,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Kendall Hinton
1314,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kristian Wilkerson
1315,365,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kristian Wilkerson
1316,364,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kristian Wilkerson
1317,195,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Kristian Wilkerson
1318,278,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Kristian Wilkerson
1319,320,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kristian Wilkerson
1320,319,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Kristian Wilkerson
1321,369,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Shane Leatherbury
1322,360,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Shane Leatherbury
1323,371,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Shane Leatherbury
1324,305,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Shane Leatherbury
1325,251,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Shane Leatherbury
1326,327,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Shane Leatherbury
1327,314,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Shane Leatherbury
1328,370,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,JoJo Ward
1329,380,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,JoJo Ward
1330,391,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,JoJo Ward
1331,308,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,JoJo Ward
1332,248,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,JoJo Ward
1333,347,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,JoJo Ward
1334,334,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,JoJo Ward
1335,371,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Michael Dereus
1336,389,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Michael Dereus
1337,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Michael Dereus
1338,223,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Michael Dereus
1339,272,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Michael Dereus
1340,323,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Michael Dereus
1341,343,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Michael Dereus
1342,372,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,J.J. Koski6
1343,371,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,J.J. Koski6
1344,381,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,J.J. Koski6
1345,271,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,J.J. Koski6
1346,262,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,J.J. Koski6
1347,337,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,J.J. Koski6
1348,325,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,J.J. Koski6
1349,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Devin Phelps
1350,372,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Devin Phelps
1351,374,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Devin Phelps
1352,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Devin Phelps
1353,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Devin Phelps
1354,330,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Devin Phelps
1355,326,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Devin Phelps
1356,374,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Dan Chisena85
1357,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Dan Chisena85
1358,375,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Dan Chisena85
1359,263,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Dan Chisena85
1360,260,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Dan Chisena85
1361,331,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Dan Chisena85
1362,327,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Dan Chisena85
1363,375,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Justice Shelton-Mosley
1364,374,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Justice Shelton-Mosley
1365,376,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Justice Shelton-Mosley
1366,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Justice Shelton-Mosley
1367,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Justice Shelton-Mosley
1368,332,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Justice Shelton-Mosley
1369,328,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Justice Shelton-Mosley
1370,376,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Andre Baccellia
1371,375,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Andre Baccellia
1372,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Andre Baccellia
1373,260,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Andre Baccellia
1374,258,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Andre Baccellia
1375,333,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Andre Baccellia
1376,329,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Andre Baccellia
1377,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Maurice Ffrench
1378,376,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Maurice Ffrench
1379,378,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Maurice Ffrench
1380,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Maurice Ffrench
1381,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Maurice Ffrench
1382,334,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Maurice Ffrench
1383,330,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Maurice Ffrench
1384,378,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jeff Cotton
1385,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jeff Cotton
1386,379,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jeff Cotton
1387,258,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jeff Cotton
1388,255,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jeff Cotton
1389,335,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jeff Cotton
1390,331,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jeff Cotton
1391,379,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Dalton Schoen
1392,378,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Dalton Schoen
1393,380,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Dalton Schoen
1394,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Dalton Schoen
1395,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Dalton Schoen
1396,336,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Dalton Schoen
1397,332,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Dalton Schoen
1398,380,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Earnest Edwards
1399,379,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Earnest Edwards
1400,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Earnest Edwards
1401,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Earnest Edwards
1402,256,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Earnest Edwards
1403,329,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Earnest Edwards
1404,333,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Earnest Edwards
1405,381,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Seth Dawkins
1406,388,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Seth Dawkins
1407,390,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Seth Dawkins
1408,309,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Seth Dawkins
1409,249,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Seth Dawkins
1410,346,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Seth Dawkins
1411,342,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Seth Dawkins
1412,382,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Brandon Polk
1413,381,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Brandon Polk
1414,382,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Brandon Polk
1415,267,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Brandon Polk
1416,265,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Brandon Polk
1417,338,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Brandon Polk
1418,335,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Brandon Polk
