,Rank,REC,REC_TGT,REC_YDS,REC_Y/R,REC_LG,REC_20+,REC_TD,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS/G,OWN,Year,PlayerID
679,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Justin Hardee34
680,198,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Justin Hardee34
681,204,0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2017,Justin Hardee34
682,194,1,1,10,10.0,10,0,0,0,0,0,0,16,1.0,0.1,0.0%,2018,Justin Hardee34
683,236,0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,Justin Hardee34
684,265,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2013,Keelan Cole84
685,258,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2014,Keelan Cole84
686,262,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2015,Keelan Cole84
687,199,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2016,Keelan Cole84
688,43,42,83,748,17.8,75,11,3,0,0,0,1,16,90.8,5.7,0.3%,2017,Keelan Cole84
689,86,38,70,491,12.9,35,7,1,0,0,0,2,16,51.1,3.2,0.3%,2018,Keelan Cole84
690,80,24,36,361,15.0,55,5,3,1,6,0,0,16,54.7,3.4,0.3%,2019,Keelan Cole84
691,266,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,JoJo Natson19
692,253,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,JoJo Natson19
693,263,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,JoJo Natson19
694,194,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,JoJo Natson19
695,175,2,5,18,9.0,19,0,0,1,15,0,0,7,3.3,0.5,0.0%,2017,JoJo Natson19
696,545,0,0,0,0.0,0,0,0,0,0,0,1,13,-2.0,-0.2,0.0%,2018,JoJo Natson19
697,235,0,0,0,0.0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%,2019,JoJo Natson19
698,267,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,C.J. Board16
699,252,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,C.J. Board16
700,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,C.J. Board16
701,212,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,C.J. Board16
702,197,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,C.J. Board16
703,234,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,C.J. Board16
704,177,2,4,31,15.5,23,1,0,0,0,0,0,4,3.1,0.8,0.0%,2019,C.J. Board16
705,268,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Quincy Adeboyejo10
706,282,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Quincy Adeboyejo10
707,256,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Quincy Adeboyejo10
708,205,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Quincy Adeboyejo10
709,216,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2017,Quincy Adeboyejo10
710,230,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Quincy Adeboyejo10
711,250,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Quincy Adeboyejo10
712,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Josh Malone83
713,284,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Josh Malone83
714,258,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Josh Malone83
715,208,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Josh Malone83
716,139,6,17,63,10.5,25,1,1,2,2,0,0,11,12.5,1.1,0.0%,2017,Josh Malone83
717,193,1,5,12,12.0,12,0,0,0,0,0,0,9,1.2,0.1,0.0%,2018,Josh Malone83
718,249,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,Josh Malone83
719,271,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,96.8%,2013,Cooper Kupp18
720,270,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,96.8%,2014,Cooper Kupp18
721,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,96.8%,2015,Cooper Kupp18
722,280,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,96.8%,2016,Cooper Kupp18
723,27,62,94,869,14.0,64,12,5,0,0,0,1,15,114.9,7.7,96.8%,2017,Cooper Kupp18
724,47,40,55,566,14.2,70,9,6,4,25,0,0,8,95.1,11.9,96.8%,2018,Cooper Kupp18
725,4,94,134,1161,12.4,66,21,10,2,4,0,0,16,176.5,11.0,96.8%,2019,Cooper Kupp18
726,272,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Isaiah Ford84
727,271,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Isaiah Ford84
728,274,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Isaiah Ford84
729,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Isaiah Ford84
730,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Isaiah Ford84
731,238,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2018,Isaiah Ford84
732,123,23,35,244,10.6,28,2,0,1,11,0,0,9,25.5,2.8,0.1%,2019,Isaiah Ford84
733,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2013,Zay Jones12
734,272,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2014,Zay Jones12
735,275,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2015,Zay Jones12
736,275,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2016,Zay Jones12
737,89,27,74,316,11.7,33,3,2,0,0,0,0,15,43.6,2.9,0.4%,2017,Zay Jones12
738,33,56,102,652,11.6,57,7,7,1,0,0,0,16,109.2,6.8,0.4%,2018,Zay Jones12
739,133,27,45,216,8.0,23,2,0,1,3,0,0,15,21.9,1.5,0.4%,2019,Zay Jones12
740,274,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chad Hansen13
741,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chad Hansen13
742,268,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chad Hansen13
743,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Chad Hansen13
744,148,9,17,94,10.4,24,1,0,0,0,0,0,15,9.4,0.6,0.0%,2017,Chad Hansen13
745,237,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Chad Hansen13
746,225,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Chad Hansen13
747,275,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.0%,2013,JuJu Smith-Schuster19
748,274,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.0%,2014,JuJu Smith-Schuster19
749,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.0%,2015,JuJu Smith-Schuster19
750,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.0%,2016,JuJu Smith-Schuster19
751,18,58,79,917,15.8,97,12,7,0,0,0,0,14,133.7,9.6,98.0%,2017,JuJu Smith-Schuster19
752,9,111,166,1426,12.8,97,18,7,1,13,0,1,16,185.9,11.6,98.0%,2018,JuJu Smith-Schuster19
753,66,42,70,552,13.1,76,7,3,0,0,0,1,12,71.2,5.9,98.0%,2019,JuJu Smith-Schuster19
754,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Taywan Taylor10
755,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Taywan Taylor10
756,270,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Taywan Taylor10
757,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Taywan Taylor10
758,105,16,28,231,14.4,53,4,1,8,43,0,0,16,33.4,2.1,0.1%,2017,Taywan Taylor10
759,87,37,56,466,12.6,55,3,1,0,0,0,1,13,50.6,3.9,0.1%,2018,Taywan Taylor10
760,224,0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.1%,2019,Taywan Taylor10
761,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.5%,2013,Chris Godwin14
762,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.5%,2014,Chris Godwin14
763,271,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.5%,2015,Chris Godwin14
764,278,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.5%,2016,Chris Godwin14
765,69,34,55,525,15.4,70,4,1,0,0,0,0,16,58.5,3.7,99.5%,2017,Chris Godwin14
766,25,59,95,842,14.3,48,10,7,0,0,0,1,16,126.2,7.9,99.5%,2018,Chris Godwin14
767,2,86,121,1333,15.5,71,25,9,1,8,0,0,14,190.1,13.6,99.5%,2019,Chris Godwin14
768,278,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,2013,Corey Davis84
769,279,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,2014,Corey Davis84
770,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,2015,Corey Davis84
771,279,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,2016,Corey Davis84
772,102,34,65,375,11.0,37,4,0,0,0,0,1,11,35.5,3.2,3.7%,2017,Corey Davis84
773,27,65,112,891,13.7,51,15,4,6,55,0,0,16,118.6,7.4,3.7%,2018,Corey Davis84
774,64,43,69,601,14.0,38,10,2,0,0,0,0,15,72.1,4.8,3.7%,2019,Corey Davis84
775,279,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Amara Darboh82
776,268,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Amara Darboh82
777,290,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Amara Darboh82
778,292,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Amara Darboh82
779,161,8,13,71,8.9,16,0,0,0,0,0,0,16,7.1,0.4,0.0%,2017,Amara Darboh82
780,244,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Amara Darboh82
781,228,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Amara Darboh82
782,281,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.8%,2013,Curtis Samuel10
783,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.8%,2014,Curtis Samuel10
784,286,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.8%,2015,Curtis Samuel10
785,284,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.8%,2016,Curtis Samuel10
786,127,15,26,115,7.7,23,2,0,4,64,0,0,9,17.9,2.0,39.8%,2017,Curtis Samuel10
787,42,39,65,494,12.7,53,6,5,8,84,2,1,13,97.8,7.5,39.8%,2018,Curtis Samuel10
788,36,54,105,627,11.6,44,8,6,19,130,1,0,16,117.7,7.4,39.8%,2019,Curtis Samuel10
789,282,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.2%,2013,Dede Westbrook12
790,267,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.2%,2014,Dede Westbrook12
791,289,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.2%,2015,Dede Westbrook12
792,294,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,39.2%,2016,Dede Westbrook12
793,96,27,51,339,12.6,29,6,1,0,0,0,0,7,39.9,5.7,39.2%,2017,Dede Westbrook12
794,35,66,101,717,10.9,61,15,5,9,98,0,2,16,107.6,6.7,39.2%,2018,Dede Westbrook12
795,50,66,101,660,10.0,39,10,3,5,27,0,0,15,90.7,6.0,39.2%,2019,Dede Westbrook12
796,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Artavis Scott1
797,290,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Artavis Scott1
798,282,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Artavis Scott1
799,287,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Artavis Scott1
800,206,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Artavis Scott1
801,241,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Artavis Scott1
802,239,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Artavis Scott1
803,284,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Cody Hollister16
804,285,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Cody Hollister16
805,265,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Cody Hollister16
806,209,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Cody Hollister16
807,198,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Cody Hollister16
808,231,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Cody Hollister16
809,202,2,2,13,6.5,11,0,0,0,0,0,0,5,1.3,0.3,0.0%,2019,Cody Hollister16
810,285,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2013,Trent Taylor15
811,286,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2014,Trent Taylor15
812,266,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2015,Trent Taylor15
813,210,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2016,Trent Taylor15
814,76,43,60,430,10.0,33,2,2,0,0,0,1,15,53.0,3.5,1.0%,2017,Trent Taylor15
815,121,26,40,215,8.3,23,1,1,0,0,0,0,14,29.5,2.1,1.0%,2018,Trent Taylor15
816,248,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2019,Trent Taylor15
817,286,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Krishawn Hogan81
818,287,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Krishawn Hogan81
819,278,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Krishawn Hogan81
820,239,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Krishawn Hogan81
821,200,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2017,Krishawn Hogan81
822,236,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Krishawn Hogan81
823,209,1,1,4,4.0,4,0,0,0,0,0,0,8,0.4,0.1,0.0%,2019,Krishawn Hogan81
824,287,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Robert Davis14
825,281,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Robert Davis14
826,279,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Robert Davis14
827,247,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Robert Davis14
828,202,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2017,Robert Davis14
829,239,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Robert Davis14
830,194,2,5,17,8.5,11,0,0,0,0,0,0,6,1.7,0.3,0.0%,2019,Robert Davis14
831,288,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Keon Hatcher14
832,288,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Keon Hatcher14
833,280,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Keon Hatcher14
834,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Keon Hatcher14
835,203,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Keon Hatcher14
836,197,1,2,8,8.0,8,0,0,0,0,0,0,3,0.8,0.3,0.0%,2018,Keon Hatcher14
837,247,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Keon Hatcher14
838,289,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Rodney Adams2
839,289,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Rodney Adams2
840,281,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Rodney Adams2
841,286,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Rodney Adams2
842,205,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Rodney Adams2
843,240,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Rodney Adams2
844,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Rodney Adams2
845,290,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jehu Chesson16
846,291,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jehu Chesson16
847,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jehu Chesson16
848,288,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jehu Chesson16
849,183,2,4,18,9.0,10,0,0,0,0,0,0,12,1.8,0.2,0.0%,2017,Jehu Chesson16
850,204,1,2,7,7.0,7,0,0,1,-4,0,0,12,0.3,0.0,0.0%,2018,Jehu Chesson16
851,240,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Jehu Chesson16
852,291,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Mack Hollins86
853,292,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Mack Hollins86
854,284,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Mack Hollins86
855,289,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Mack Hollins86
856,112,16,22,226,14.1,64,3,1,0,0,0,0,16,28.6,1.8,0.0%,2017,Mack Hollins86
857,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Mack Hollins86
858,144,10,23,125,12.5,20,1,0,0,0,0,0,16,12.5,0.8,0.0%,2019,Mack Hollins86
859,292,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.2%,2013,Kenny Golladay19
860,293,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.2%,2014,Kenny Golladay19
861,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.2%,2015,Kenny Golladay19
862,290,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.2%,2016,Kenny Golladay19
863,64,28,48,477,17.0,54,8,3,1,9,0,0,11,66.6,6.1,99.2%,2017,Kenny Golladay19
864,21,70,118,1063,15.2,60,19,5,1,8,0,0,15,137.1,9.1,99.2%,2018,Kenny Golladay19
865,3,65,116,1190,18.3,75,22,11,0,0,0,1,16,183.0,11.4,99.2%,2019,Kenny Golladay19
866,293,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Shelton Gibson83
867,294,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Shelton Gibson83
868,285,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Shelton Gibson83
869,285,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Shelton Gibson83
870,188,2,3,11,5.5,6,0,0,0,0,0,0,5,1.1,0.2,0.0%,2017,Shelton Gibson83
871,172,1,3,48,48.0,48,1,0,0,0,0,0,15,4.8,0.3,0.0%,2018,Shelton Gibson83
872,231,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Shelton Gibson83
873,294,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Noah Brown85
874,295,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Noah Brown85
875,287,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Noah Brown85
876,291,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Noah Brown85
877,176,4,9,33,8.3,14,0,0,0,0,0,0,13,3.3,0.3,0.0%,2017,Noah Brown85
878,168,5,8,54,10.8,22,1,0,0,0,0,0,8,5.4,0.7,0.0%,2018,Noah Brown85
879,233,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Noah Brown85
880,295,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,2013,Josh Reynolds83
881,275,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,2014,Josh Reynolds83
882,288,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,2015,Josh Reynolds83
883,293,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,2016,Josh Reynolds83
884,130,11,24,104,9.5,28,1,1,0,0,0,0,16,16.4,1.0,2.7%,2017,Josh Reynolds83
885,71,29,53,402,13.9,33,6,5,2,8,0,0,16,71.0,4.4,2.7%,2018,Josh Reynolds83
886,93,21,43,326,15.5,31,8,1,5,23,0,0,16,40.9,2.6,2.7%,2019,Josh Reynolds83
887,296,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Brandon Powell15
888,439,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Brandon Powell15
889,451,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Brandon Powell15
890,477,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Brandon Powell15
891,476,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Brandon Powell15
892,156,11,17,129,11.7,41,1,0,1,4,0,0,6,13.3,2.2,0.0%,2018,Brandon Powell15
893,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Brandon Powell15
894,298,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2013,Laviska Shenault Jr.10
895,302,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2014,Laviska Shenault Jr.10
896,300,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2015,Laviska Shenault Jr.10
897,392,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2016,Laviska Shenault Jr.10
898,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2017,Laviska Shenault Jr.10
899,256,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2018,Laviska Shenault Jr.10
900,258,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2019,Laviska Shenault Jr.10
901,299,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Donovan Peoples-Jones9
902,312,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Donovan Peoples-Jones9
903,316,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Donovan Peoples-Jones9
904,426,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Donovan Peoples-Jones9
905,302,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Donovan Peoples-Jones9
906,272,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Donovan Peoples-Jones9
907,268,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Donovan Peoples-Jones9
908,300,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2013,Michael Pittman Jr.86
909,306,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2014,Michael Pittman Jr.86
910,317,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2015,Michael Pittman Jr.86
911,424,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2016,Michael Pittman Jr.86
912,384,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2017,Michael Pittman Jr.86
913,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2018,Michael Pittman Jr.86
914,262,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2019,Michael Pittman Jr.86
915,301,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2013,Devin Duvernay6
916,311,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2014,Devin Duvernay6
917,318,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2015,Devin Duvernay6
918,382,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2016,Devin Duvernay6
919,397,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2017,Devin Duvernay6
920,274,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2018,Devin Duvernay6
921,267,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2019,Devin Duvernay6
922,302,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2013,KJ Hamler1
923,299,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2014,KJ Hamler1
924,319,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2015,KJ Hamler1
925,384,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2016,KJ Hamler1
926,394,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2017,KJ Hamler1
