,Name,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team
695,Thomas Davis Sr. LB,13,39,9,48,7.0,42,12.0,5,1,9,9,0,0,1,0,0,Defense,Chargers
696,Thomas Davis Sr. LB,16,30,11,41,0.0,0,2.5,1,0,0,0,0,0,0,0,0,Defense,Chargers
697,Thomas Davis Sr. LB,7,30,10,40,1.0,0,0.0,2,1,3,3,0,0,0,0,0,Defense,Chargers
698,Thomas Davis Sr. LB,16,25,15,40,0.0,0,0.0,2,1,0,0,0,0,0,0,0,Defense,Chargers
699,Thomas Davis Sr. LB,12,31,8,39,0.0,0,0.0,9,2,15,15,0,0,0,0,0,Defense,Chargers
700,Thomas Davis Sr. LB,7,23,13,36,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Chargers
701,Thomas Davis Sr. LB,5,23,11,34,0.0,0,3.5,1,0,0,0,0,0,0,0,0,Defense,Chargers
702,Thomas Davis Sr. LB,16,28,4,32,0.0,0,0.0,8,2,37,37,0,0,0,0,0,Defense,Chargers
703,Thomas Davis Sr. LB,16,23,8,31,2.0,18,5.5,1,0,0,0,0,1,0,0,0,Defense,Chargers
704,Thomas Davis Sr. LB,12,18,12,30,0.0,0,2.0,1,0,0,0,0,1,0,0,0,Defense,Chargers
705,Thomas Davis Sr. LB,14,20,9,29,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Chargers
706,Thomas Davis Sr. LB,13,15,12,27,1.0,5,1.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
707,Thomas Davis Sr. LB,16,15,12,27,0.0,0,1.5,2,0,0,0,0,0,0,0,0,Defense,Chargers
708,Thomas Davis Sr. LB,15,9,8,17,2.0,11,3.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
709,Thomas Davis Sr. LB,16,13,3,16,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Chargers
710,Thomas Davis Sr. LB,16,3,9,12,1.0,1,1.5,1,0,0,0,0,0,0,0,0,Defense,Chargers
711,Thomas Davis Sr. LB,13,8,2,10,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Chargers
712,Thomas Davis Sr. LB,16,3,5,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
713,Thomas Davis Sr. LB,13,5,1,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
714,Thomas Davis Sr. LB,7,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
715,Thomas Davis Sr. LB,5,2,3,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Chargers
716,Thomas Davis Sr. LB,2,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
717,Thomas Davis Sr. LB,14,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
718,Thomas Davis Sr. LB,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
719,Thomas Davis Sr. LB,12,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
720,Thomas Davis Sr. LB,15,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
721,Thomas Davis Sr. LB,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
722,Thomas Davis Sr. LB,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
723,Thomas Davis Sr. LB,10,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
724,Thomas Davis Sr. LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
725,Thomas Davis Sr. LB,4,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
726,Thomas Davis Sr. LB,3,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
727,Thomas Davis Sr. LB,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
728,Thomas Davis Sr. LB,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
729,Thomas Davis Sr. LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
730,Thomas Davis Sr. LB,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
731,Thomas Davis Sr. LB,12,1,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Chargers
732,Thomas Davis Sr. LB,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
733,Thomas Davis Sr. LB,3,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
734,Thomas Davis Sr. LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
735,Thomas Davis Sr. LB,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers
736,Jaylon Smith LB,16,83,59,142,2.5,31,8.0,9,1,0,0,0,2,1,0,0,Defense,Cowboys
737,Jaylon Smith LB,16,55,31,86,1.0,12,4.5,4,1,25,25,0,0,0,0,0,Defense,Cowboys
738,Jaylon Smith LB,16,48,31,79,0.0,0,1.0,14,1,0,0,0,0,1,0,0,Defense,Cowboys
739,Jaylon Smith LB,15,52,25,77,0.0,0,1.5,5,2,38,29,0,2,1,0,0,Defense,Cowboys
740,Jaylon Smith LB,9,43,29,72,0.5,2,4.0,3,0,0,0,0,1,0,0,0,Defense,Cowboys
741,Jaylon Smith LB,13,41,22,63,0.0,0,4.0,7,0,0,0,0,0,0,0,0,Defense,Cowboys
742,Jaylon Smith LB,16,38,13,51,4.0,33,4.0,6,2,20,20,0,0,1,1,0,Defense,Cowboys
743,Jaylon Smith LB,15,36,10,46,0.0,0,0.0,6,0,0,0,0,1,0,0,0,Defense,Cowboys
744,Jaylon Smith LB,16,30,15,45,5.0,24,13.0,2,0,0,0,0,2,2,0,0,Defense,Cowboys
745,Jaylon Smith LB,15,24,21,45,1.5,9,4.0,3,0,0,0,0,0,1,0,0,Defense,Cowboys
746,Jaylon Smith LB,14,26,8,34,11.5,86,14.5,3,0,0,0,0,2,0,0,0,Defense,Cowboys
747,Jaylon Smith LB,15,21,12,33,0.0,0,0.5,1,0,0,0,0,1,0,0,0,Defense,Cowboys
748,Jaylon Smith LB,16,20,8,28,1.0,4,4.0,1,0,0,0,0,0,0,0,0,Defense,Cowboys
749,Jaylon Smith LB,9,20,7,27,4.0,22,11.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
750,Jaylon Smith LB,10,11,12,23,0.0,0,2.0,0,0,0,0,0,0,1,0,0,Defense,Cowboys
751,Jaylon Smith LB,16,15,5,20,4.0,32,6.5,0,0,0,0,0,0,1,0,0,Defense,Cowboys
752,Jaylon Smith LB,16,10,7,17,1.0,11,3.0,0,0,0,0,0,0,1,0,0,Defense,Cowboys
753,Jaylon Smith LB,9,11,6,17,0.0,0,1.5,5,0,0,0,0,0,0,0,0,Defense,Cowboys
754,Jaylon Smith LB,15,12,3,15,2.0,24,2.5,0,0,0,0,0,1,0,0,0,Defense,Cowboys
755,Jaylon Smith LB,16,10,2,12,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Cowboys
756,Jaylon Smith LB,16,7,2,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
757,Jaylon Smith LB,12,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
758,Jaylon Smith LB,6,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
759,Jaylon Smith LB,2,4,1,5,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Defense,Cowboys
760,Jaylon Smith LB,7,4,1,5,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
761,Jaylon Smith LB,4,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
762,Jaylon Smith LB,16,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
763,Jaylon Smith LB,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
764,Jaylon Smith LB,6,2,2,4,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Cowboys
765,Jaylon Smith LB,4,1,2,3,1.0,13,1.5,0,0,0,0,0,0,0,0,0,Defense,Cowboys
766,Jaylon Smith LB,15,3,0,3,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Cowboys
767,Jaylon Smith LB,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
768,Jaylon Smith LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
769,Jaylon Smith LB,6,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
770,Jaylon Smith LB,11,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
771,Jaylon Smith LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
772,Jaylon Smith LB,11,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
773,Jaylon Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
774,Jaylon Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
775,Jaylon Smith LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
776,Jaylon Smith LB,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
777,Jaylon Smith LB,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
778,Jaylon Smith LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
779,Jaylon Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys
780,Antoine Bethea S,16,81,29,110,0.0,0,3.0,6,1,7,7,0,0,2,0,0,Defense,Giants
781,Antoine Bethea S,16,52,30,82,2.0,8,7.0,2,0,0,0,0,0,1,0,0,Defense,Giants
782,Antoine Bethea S,13,48,32,80,1.0,4,6.0,6,1,0,0,0,0,0,0,0,Defense,Giants
783,Antoine Bethea S,11,51,25,76,0.0,0,6.0,5,1,32,32,1,3,0,0,0,Defense,Giants
784,Antoine Bethea S,16,37,35,72,10.0,71,18.0,0,0,0,0,0,0,1,1,0,Defense,Giants
785,Antoine Bethea S,16,48,13,61,0.0,0,2.0,8,0,0,0,0,0,0,0,0,Defense,Giants
786,Antoine Bethea S,13,45,9,54,0.0,0,0.0,14,4,84,62,0,0,0,0,0,Defense,Giants
787,Antoine Bethea S,16,23,26,49,3.5,24,9.0,0,0,0,0,0,1,0,0,0,Defense,Giants
788,Antoine Bethea S,16,33,14,47,0.0,0,3.0,3,0,0,0,0,0,0,0,1,Defense,Giants
789,Antoine Bethea S,15,25,20,45,4.5,19,7.5,5,0,0,0,0,1,0,0,0,Defense,Giants
790,Antoine Bethea S,15,36,7,43,1.0,6,4.0,0,0,0,0,0,0,0,0,0,Defense,Giants
791,Antoine Bethea S,16,24,14,38,2.5,22,4.5,1,0,0,0,0,1,0,0,1,Defense,Giants
792,Antoine Bethea S,15,30,7,37,0.0,0,6.0,3,1,30,30,0,1,0,0,0,Defense,Giants
793,Antoine Bethea S,16,15,21,36,1.0,11,4.0,0,0,0,0,0,0,0,0,0,Defense,Giants
794,Antoine Bethea S,6,20,6,26,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Giants
795,Antoine Bethea S,13,21,5,26,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Giants
796,Antoine Bethea S,8,13,13,26,0.5,5,2.5,2,0,0,0,0,1,0,0,0,Defense,Giants
797,Antoine Bethea S,16,11,14,25,4.5,35,5.5,1,0,0,0,0,0,0,0,0,Defense,Giants
798,Antoine Bethea S,9,15,10,25,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Giants
799,Antoine Bethea S,4,10,10,20,1.0,2,2.5,2,2,18,13,0,0,0,0,0,Defense,Giants
800,Antoine Bethea S,16,12,5,17,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Defense,Giants
801,Antoine Bethea S,12,6,7,13,2.0,11,3.0,0,0,0,0,0,0,0,0,0,Defense,Giants
802,Antoine Bethea S,9,7,1,8,2.0,20,3.0,0,0,0,0,0,0,0,0,0,Defense,Giants
803,Antoine Bethea S,16,6,2,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
804,Antoine Bethea S,13,3,4,7,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Giants
805,Antoine Bethea S,4,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
806,Antoine Bethea S,12,5,1,6,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Giants
807,Antoine Bethea S,5,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
808,Antoine Bethea S,15,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
809,Antoine Bethea S,3,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
810,Antoine Bethea S,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
811,Antoine Bethea S,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
812,Antoine Bethea S,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
813,Antoine Bethea S,14,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
814,Antoine Bethea S,6,1,2,3,0.5,5,0.5,0,0,0,0,0,0,1,0,0,Defense,Giants
815,Antoine Bethea S,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
816,Antoine Bethea S,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
817,Antoine Bethea S,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
818,Antoine Bethea S,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
819,Antoine Bethea S,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
820,Antoine Bethea S,7,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
821,Antoine Bethea S,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
822,Antoine Bethea S,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
823,Antoine Bethea S,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
824,Antoine Bethea S,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
825,Antoine Bethea S,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
826,Antoine Bethea S,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
827,Antoine Bethea S,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
828,Antoine Bethea S,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
829,Antoine Bethea S,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
830,Antoine Bethea S,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants
831,Antoine Bethea S,5,1,0,1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Giants
832,Malcolm Jenkins S,16,63,18,81,2.5,19,9.0,8,0,0,0,0,4,1,0,1,Defense,Eagles
833,Malcolm Jenkins S,16,52,26,78,2.5,12,6.0,5,2,51,51,1,0,1,0,0,Defense,Eagles
834,Malcolm Jenkins S,16,46,30,76,1.0,0,0.5,6,2,30,23,0,2,0,0,0,Defense,Eagles
835,Malcolm Jenkins S,12,32,29,61,0.0,0,2.0,5,1,22,22,0,0,1,1,0,Defense,Eagles
836,Malcolm Jenkins S,16,35,15,50,8.5,43,17.0,0,0,0,0,0,1,2,0,0,Defense,Eagles
837,Malcolm Jenkins S,12,38,9,47,1.0,10,3.0,10,0,8,8,0,1,0,0,0,Defense,Eagles
838,Malcolm Jenkins S,9,29,12,41,0.0,0,0.5,7,1,0,0,0,0,0,0,0,Defense,Eagles
839,Malcolm Jenkins S,16,26,14,40,3.5,25,10.0,2,0,0,0,0,3,1,0,0,Defense,Eagles
840,Malcolm Jenkins S,11,34,3,37,0.0,0,1.0,11,2,29,16,0,0,0,0,0,Defense,Eagles
841,Malcolm Jenkins S,16,24,11,35,0.0,0,3.5,10,0,0,0,0,0,0,0,0,Defense,Eagles
842,Malcolm Jenkins S,6,17,14,31,0.0,0,3.0,2,0,0,0,0,0,0,0,0,Defense,Eagles
843,Malcolm Jenkins S,16,15,15,30,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles
844,Malcolm Jenkins S,14,25,5,30,6.5,33,11.5,0,0,0,0,0,2,0,0,1,Defense,Eagles
845,Malcolm Jenkins S,9,23,5,28,1.0,10,2.0,2,1,15,15,0,0,0,0,0,Defense,Eagles
846,Malcolm Jenkins S,16,20,7,27,5.0,29,5.5,0,0,0,0,0,0,0,0,0,Defense,Eagles
847,Malcolm Jenkins S,12,19,4,23,0.0,0,1.0,8,2,4,3,0,0,0,0,0,Defense,Eagles
848,Malcolm Jenkins S,10,17,6,23,0.0,0,4.5,0,0,0,0,0,0,1,0,0,Defense,Eagles
849,Malcolm Jenkins S,16,16,5,21,4.0,23,8.0,1,0,0,0,0,0,0,0,0,Defense,Eagles
850,Malcolm Jenkins S,14,12,3,15,0.0,0,0.5,1,0,0,0,0,0,0,0,0,Defense,Eagles
851,Malcolm Jenkins S,12,11,2,13,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Eagles
852,Malcolm Jenkins S,10,7,3,10,2.0,20,3.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
853,Malcolm Jenkins S,9,6,3,9,0.0,0,3.0,2,0,0,0,0,0,0,0,0,Defense,Eagles
854,Malcolm Jenkins S,7,5,4,9,2.0,17,4.5,0,0,0,0,0,0,0,0,0,Defense,Eagles
855,Malcolm Jenkins S,4,7,1,8,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Eagles
856,Malcolm Jenkins S,6,6,1,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
857,Malcolm Jenkins S,3,6,1,7,2.0,16,2.0,0,0,0,0,0,2,1,1,0,Defense,Eagles
858,Malcolm Jenkins S,9,4,2,6,1.0,7,1.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
859,Malcolm Jenkins S,10,3,3,6,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles
860,Malcolm Jenkins S,7,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
861,Malcolm Jenkins S,10,2,3,5,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles
862,Malcolm Jenkins S,8,2,3,5,0.5,5,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles
863,Malcolm Jenkins S,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
864,Malcolm Jenkins S,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
865,Malcolm Jenkins S,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
866,Malcolm Jenkins S,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
867,Malcolm Jenkins S,4,0,3,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
868,Malcolm Jenkins S,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
869,Malcolm Jenkins S,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
870,Malcolm Jenkins S,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
871,Malcolm Jenkins S,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
872,Malcolm Jenkins S,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
873,Malcolm Jenkins S,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
874,Malcolm Jenkins S,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
875,Malcolm Jenkins S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
876,Malcolm Jenkins S,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
877,Malcolm Jenkins S,2,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
878,Malcolm Jenkins S,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
879,Malcolm Jenkins S,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles
880,Landon Collins S,15,78,39,117,1.0,9,9.5,4,0,0,0,0,2,0,0,0,Defense,Redskins
881,Landon Collins S,16,74,31,105,1.0,6,5.0,1,0,0,0,0,3,0,0,0,Defense,Redskins
882,Landon Collins S,16,56,49,105,1.0,0,3.0,2,1,26,26,0,0,0,0,0,Defense,Redskins
883,Landon Collins S,15,46,22,68,6.0,41,8.5,1,0,0,0,0,0,1,0,0,Defense,Redskins
884,Landon Collins S,16,42,22,64,8.5,48,11.5,1,0,0,0,0,0,0,0,0,Defense,Redskins
885,Landon Collins S,13,45,17,62,0.0,0,0.5,4,2,23,23,0,0,2,0,0,Defense,Redskins
886,Landon Collins S,15,32,24,56,2.0,11,3.0,2,0,0,0,0,0,0,0,0,Defense,Redskins
887,Landon Collins S,16,31,19,50,7.0,37,11.5,2,0,0,0,0,2,0,0,0,Defense,Redskins
888,Landon Collins S,16,37,12,49,1.0,0,4.0,2,1,0,0,0,1,1,0,0,Defense,Redskins
889,Landon Collins S,16,30,14,44,4.0,22,5.0,1,0,0,0,0,5,2,0,0,Defense,Redskins
890,Landon Collins S,12,33,11,44,0.0,0,0.5,5,3,16,10,0,0,0,0,0,Defense,Redskins
891,Landon Collins S,14,32,9,41,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Defense,Redskins
892,Landon Collins S,12,33,7,40,1.0,0,1.0,6,1,2,2,0,1,0,0,0,Defense,Redskins
893,Landon Collins S,11,31,6,37,0.0,0,1.0,8,4,6,6,0,0,0,0,0,Defense,Redskins
894,Landon Collins S,15,18,8,26,0.0,0,3.0,2,1,33,33,0,0,0,0,0,Defense,Redskins
895,Landon Collins S,12,16,9,25,5.5,34,9.0,1,0,0,0,0,1,0,0,0,Defense,Redskins
896,Landon Collins S,9,10,5,15,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Redskins
897,Landon Collins S,15,9,5,14,2.0,13,3.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
898,Landon Collins S,5,8,6,14,1.0,7,2.0,1,0,0,0,0,0,1,0,1,Defense,Redskins
899,Landon Collins S,7,9,4,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
900,Landon Collins S,2,10,1,11,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Redskins
901,Landon Collins S,6,9,1,10,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Redskins
902,Landon Collins S,4,9,1,10,2.0,33,2.0,0,0,0,0,0,1,0,0,0,Defense,Redskins
903,Landon Collins S,2,7,2,9,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Redskins
904,Landon Collins S,15,2,6,8,1.0,8,1.0,0,0,0,0,0,0,1,0,0,Defense,Redskins
905,Landon Collins S,12,5,3,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
906,Landon Collins S,2,7,0,7,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Redskins
907,Landon Collins S,2,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
908,Landon Collins S,10,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
909,Landon Collins S,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
910,Landon Collins S,15,5,0,5,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Redskins
911,Landon Collins S,1,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
912,Landon Collins S,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
913,Landon Collins S,10,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
914,Landon Collins S,7,1,2,3,1.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Redskins
915,Landon Collins S,3,2,1,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
916,Landon Collins S,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
917,Landon Collins S,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
918,Landon Collins S,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
919,Landon Collins S,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
920,Landon Collins S,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
921,Landon Collins S,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
922,Landon Collins S,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
923,Landon Collins S,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
924,Landon Collins S,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
925,Landon Collins S,3,1,0,1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
926,Landon Collins S,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
927,Landon Collins S,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
928,Landon Collins S,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
929,Landon Collins S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
930,Landon Collins S,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
931,Landon Collins S,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
932,Landon Collins S,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
