,Tremaine Edmunds LB,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team,Jerome Baker LB,Jamie Collins Sr. LB,James Burgess LB,Chuck Clark S,Shawn Williams S,Joe Schobert LB,Devin Bush LB,Zach Cunningham LB,Anthony Walker LB,Jarrod Wilson S,Logan Ryan CB,Todd Davis LB,Anthony Hitchens LB,Tahir Whitehead LB,Thomas Davis Sr. LB,Jaylon Smith LB,Antoine Bethea S,Malcolm Jenkins S,Landon Collins S,Roquan Smith LB,Tracy Walker S,Blake Martinez LB,Eric Kendricks LB,De'Vondre Campbell LB,Luke Kuechly LB,Demario Davis LB,Lavonte David LB,Jordan Hicks LB,Cory Littleton LB,Fred Warner LB,Bobby Wagner LB
19,,9,9,2,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Briean Boddy-Calhoun CB,,,,,,,,,,,,,,,,,,,,,,
20,,2,8,3,11,1.0,2,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Matthew Adams LB,,,,,,,,,,,,,,,,,,,,,,
21,,16,8,2,10,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Ashton Dulin WR,,,,,,,,,,,,,,,,,,,,,,
22,,13,7,0,7,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,E.J. Speed LB,,,,,,,,,,,,,,,,,,,,,,
23,,12,4,3,7,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Shakial Taylor CB,,,,,,,,,,,,,,,,,,,,,,
24,,5,6,1,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Zaire Franklin LB,,,,,,,,,,,,,,,,,,,,,,
25,,16,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Zach Pascal WR,,,,,,,,,,,,,,,,,,,,,,
26,,16,6,0,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Trevon Coley DT,,,,,,,,,,,,,,,,,,,,,,
27,,7,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Tyquan Lewis DE,,,,,,,,,,,,,,,,,,,,,,
28,,9,3,2,5,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Kemoko Turay DE,,,,,,,,,,,,,,,,,,,,,,
29,,4,2,3,5,1.5,12,1.5,0,0,0,0,0,1,0,0,0,Defense,Colts,,,,,,,,,Nyheim Hines RB,,,,,,,,,,,,,,,,,,,,,,
30,,16,3,1,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Jacoby Brissett QB,,,,,,,,,,,,,,,,,,,,,,
31,,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Ryan Lewis CB,,,,,,,,,,,,,,,,,,,,,,
32,,3,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Ryan Kelly C,,,,,,,,,,,,,,,,,,,,,,
33,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Mo Alie-Cox TE,,,,,,,,,,,,,,,,,,,,,,
34,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Anthony Castonzo OT,,,,,,,,,,,,,,,,,,,,,,
35,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Luke Rhodes LS,,,,,,,,,,,,,,,,,,,,,,
36,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,T.Y. Hilton WR,,,,,,,,,,,,,,,,,,,,,,
37,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Mark Glowinski G,,,,,,,,,,,,,,,,,,,,,,
38,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Eric Ebron TE,,,,,,,,,,,,,,,,,,,,,,
39,,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Jordan Wilkins RB,,,,,,,,,,,,,,,,,,,,,,
0,,16,57,22,79,0.0,0,5.5,4,2,4,4,0,1,0,0,0,Defense,Jaguars,,,,,,,,,,Ronnie Harrison S,,,,,,,,,,,,,,,,,,,,,
1,,14,44,27,71,2.0,6,3.0,9,2,66,35,0,0,1,0,0,Defense,Jaguars,,,,,,,,,,Myles Jack LB,,,,,,,,,,,,,,,,,,,,,
2,,11,42,24,66,0.5,4,3.5,4,1,14,14,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,A.J. Bouye CB,,,,,,,,,,,,,,,,,,,,,
3,,14,50,15,65,0.0,0,1.5,8,1,25,25,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Donald Payne LB,,,,,,,,,,,,,,,,,,,,,
4,,9,36,25,61,1.0,9,3.0,1,0,0,0,0,0,1,0,0,Defense,Jaguars,,,,,,,,,,Calais Campbell DE,,,,,,,,,,,,,,,,,,,,,
5,,16,37,19,56,6.5,47,12.5,1,0,0,0,0,2,1,1,1,Defense,Jaguars,,,,,,,,,,Tre Herndon CB,,,,,,,,,,,,,,,,,,,,,
6,,16,42,13,55,0.0,0,1.0,13,3,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Quincy Williams LB,,,,,,,,,,,,,,,,,,,,,
7,,11,30,18,48,0.0,0,2.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Josh Allen LB,,,,,,,,,,,,,,,,,,,,,
8,,16,31,13,44,10.5,74,11.5,0,0,0,0,0,2,0,0,0,Defense,Jaguars,,,,,,,,,,Leon Jacobs LB,,,,,,,,,,,,,,,,,,,,,
9,,14,31,11,42,2.0,13,4.5,1,0,0,0,0,0,1,0,0,Defense,Jaguars,,,,,,,,,,D.J. Hayden CB,,,,,,,,,,,,,,,,,,,,,
10,,15,32,9,41,2.0,17,5.0,6,0,0,0,0,1,1,0,0,Defense,Jaguars,,,,,,,,,,Yannick Ngakoue DE,,,,,,,,,,,,,,,,,,,,,
11,,15,36,5,41,8.0,56,15.0,6,1,23,23,1,4,1,0,0,Defense,Jaguars,,,,,,,,,,Austin Calitro LB,,,,,,,,,,,,,,,,,,,,,
12,,13,30,10,40,1.0,8,4.0,1,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Taven Bryan DT,,,,,,,,,,,,,,,,,,,,,
13,,16,18,15,33,2.0,16,5.5,1,0,0,0,0,1,0,0,0,Defense,Jaguars,,,,,,,,,,Abry Jones DT,,,,,,,,,,,,,,,,,,,,,
14,,16,15,16,31,2.0,10,3.0,0,0,0,0,0,0,1,0,0,Defense,Jaguars,,,,,,,,,,Andrew Wingard S,,,,,,,,,,,,,,,,,,,,,
15,,16,20,8,28,1.0,3,1.0,0,0,0,0,0,1,0,0,0,Defense,Jaguars,,,,,,,,,,Najee Goode LB,,,,,,,,,,,,,,,,,,,,,
16,,10,21,6,27,1.0,6,1.0,2,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Dawuane Smoot DE,,,,,,,,,,,,,,,,,,,,,
17,,16,12,5,17,6.0,32,6.0,0,0,0,0,0,0,1,0,0,Defense,Jaguars,,,,,,,,,,Jalen Ramsey CB,,,,,,,,,,,,,,,,,,,,,
18,,3,13,4,17,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Defense,Jaguars,,,,,,,,,,Cody Davis S,,,,,,,,,,,,,,,,,,,,,
19,,16,8,5,13,0.0,0,0.0,1,0,0,0,0,0,0,0,1,Defense,Jaguars,,,,,,,,,,Marcell Dareus DT,,,,,,,,,,,,,,,,,,,,,
20,,6,8,5,13,0.5,3,1.5,1,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Akeem Spence DT,,,,,,,,,,,,,,,,,,,,,
21,,9,8,3,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Breon Borders CB,,,,,,,,,,,,,,,,,,,,,
22,,11,6,1,7,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Jaguars,,,,,,,,,,D.J. Alexander LB,,,,,,,,,,,,,,,,,,,,,
23,,5,5,2,7,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Parry Nickerson CB,,,,,,,,,,,,,,,,,,,,,
24,,4,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Lerentee McCray DE,,,,,,,,,,,,,,,,,,,,,
25,,9,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Brandon Watson CB,,,,,,,,,,,,,,,,,,,,,
26,,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Dontavius Russell DT,,,,,,,,,,,,,,,,,,,,,
27,,3,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Dede Westbrook WR,,,,,,,,,,,,,,,,,,,,,
28,,15,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Ryquell Armstead RB,,,,,,,,,,,,,,,,,,,,,
29,,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Joe Giles-Harris LB,,,,,,,,,,,,,,,,,,,,,
30,,5,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Josh Robinson CB,,,,,,,,,,,,,,,,,,,,,
31,,8,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Doug Middleton S,,,,,,,,,,,,,,,,,,,,,
32,,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Michael Walker WR,,,,,,,,,,,,,,,,,,,,,
33,,7,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Marcus Gilchrist S,,,,,,,,,,,,,,,,,,,,,
34,,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Leonard Fournette RB,,,,,,,,,,,,,,,,,,,,,
35,,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Devine Ozigbo RB,,,,,,,,,,,,,,,,,,,,,
36,,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Brandon Linder C,,,,,,,,,,,,,,,,,,,,,
37,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Cam Robinson OT,,,,,,,,,,,,,,,,,,,,,
38,,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Josh Oliver TE,,,,,,,,,,,,,,,,,,,,,
39,,4,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Jawaan Taylor OT,,,,,,,,,,,,,,,,,,,,,
40,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,DJ Chark Jr. WR,,,,,,,,,,,,,,,,,,,,,
41,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Gardner Minshew II QB,,,,,,,,,,,,,,,,,,,,,
42,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Chris Conley WR,,,,,,,,,,,,,,,,,,,,,
43,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,A.J. Cann G,,,,,,,,,,,,,,,,,,,,,
44,,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Josh Lambo PK,,,,,,,,,,,,,,,,,,,,,
45,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Dakota Allen LB,,,,,,,,,,,,,,,,,,,,,
46,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Carl Davis DT,,,,,,,,,,,,,,,,,,,,,
47,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Will Richardson Jr. OT,,,,,,,,,,,,,,,,,,,,,
48,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars,,,,,,,,,,Keelan Cole WR,,,,,,,,,,,,,,,,,,,,,
0,,16,73,40,113,4.5,31,7.0,18,4,16,16,0,4,0,0,0,Defense,Titans,,,,,,,,,,,Rashaan Evans LB,,,,,,,,,,,,,,,,,,,,
1,,16,69,42,111,2.5,13,11.0,0,0,0,0,0,0,1,1,0,Defense,Titans,,,,,,,,,,,Jayon Brown LB,,,,,,,,,,,,,,,,,,,,
2,,14,69,36,105,1.0,1,3.0,8,1,0,0,0,0,1,1,0,Defense,Titans,,,,,,,,,,,Kenny Vaccaro S,,,,,,,,,,,,,,,,,,,,
3,,16,51,33,84,1.0,6,3.5,5,1,2,2,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Kevin Byard S,,,,,,,,,,,,,,,,,,,,
4,,16,60,24,84,0.0,0,2.0,9,5,79,28,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Harold Landry III LB,,,,,,,,,,,,,,,,,,,,
5,,16,43,25,68,9.0,53,13.5,1,1,0,0,0,1,2,0,0,Defense,Titans,,,,,,,,,,,Adoree' Jackson CB,,,,,,,,,,,,,,,,,,,,
6,,11,39,6,45,0.0,0,3.0,6,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Jurrell Casey DT,,,,,,,,,,,,,,,,,,,,
7,,14,26,18,44,5.0,42,7.0,0,0,0,0,0,1,2,0,0,Defense,Titans,,,,,,,,,,,DaQuan Jones DT,,,,,,,,,,,,,,,,,,,,
8,,16,21,21,42,1.0,0,0.5,3,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Wesley Woodyard LB,,,,,,,,,,,,,,,,,,,,
9,,15,25,17,42,1.0,10,3.0,1,0,0,0,0,1,0,0,0,Defense,Titans,,,,,,,,,,,Kamalei Correa LB,,,,,,,,,,,,,,,,,,,,
10,,16,27,10,37,5.0,21,6.0,2,0,0,0,0,0,1,0,0,Defense,Titans,,,,,,,,,,,LeShaun Sims CB,,,,,,,,,,,,,,,,,,,,
11,,14,24,11,35,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Jeffery Simmons DT,,,,,,,,,,,,,,,,,,,,
12,,9,18,14,32,2.0,7,4.5,1,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Malcolm Butler CB,,,,,,,,,,,,,,,,,,,,
13,,9,25,7,32,0.0,0,1.0,9,2,61,38,1,0,0,0,0,Defense,Titans,,,,,,,,,,,Tye Smith CB,,,,,,,,,,,,,,,,,,,,
14,,9,18,8,26,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Defense,Titans,,,,,,,,,,,Austin Johnson NT,,,,,,,,,,,,,,,,,,,,
15,,16,11,12,23,0.0,0,1.0,1,0,0,0,0,0,0,0,1,Defense,Titans,,,,,,,,,,,Reggie Gilbert LB,,,,,,,,,,,,,,,,,,,,
16,,11,13,9,22,1.0,4,2.0,1,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Amani Hooker S,,,,,,,,,,,,,,,,,,,,
17,,16,14,5,19,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,David Long LB,,,,,,,,,,,,,,,,,,,,
18,,14,9,6,15,0.0,0,3.0,1,0,0,0,0,1,0,0,0,Defense,Titans,,,,,,,,,,,Sharif Finch LB,,,,,,,,,,,,,,,,,,,,
19,,8,10,3,13,2.0,16,3.5,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Tramaine Brock Sr. CB,,,,,,,,,,,,,,,,,,,,
20,,4,11,2,13,0.0,0,2.0,2,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Dane Cruikshank CB,,,,,,,,,,,,,,,,,,,,
21,,16,6,4,10,0.0,0,1.0,0,0,0,0,0,0,0,0,2,Defense,Titans,,,,,,,,,,,Daren Bates LB,,,,,,,,,,,,,,,,,,,,
22,,13,5,5,10,0.0,0,0.0,0,0,0,0,0,1,1,0,0,Defense,Titans,,,,,,,,,,,Kareem Orr CB,,,,,,,,,,,,,,,,,,,,
23,,2,8,1,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Isaiah Mack DT,,,,,,,,,,,,,,,,,,,,
24,,13,4,4,8,1.5,9,1.5,0,0,0,0,0,0,1,0,0,Defense,Titans,,,,,,,,,,,Derick Roberson LB,,,,,,,,,,,,,,,,,,,,
25,,3,5,1,6,3.0,23,3.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Joshua Kalu CB,,,,,,,,,,,,,,,,,,,,
26,,8,6,0,6,0.0,0,0.0,1,0,0,0,0,0,0,0,1,Defense,Titans,,,,,,,,,,,Darius Jennings WR,,,,,,,,,,,,,,,,,,,,
27,,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Chris Milton CB,,,,,,,,,,,,,,,,,,,,
28,,6,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Kalif Raymond WR,,,,,,,,,,,,,,,,,,,,
29,,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Cameron Wake DE,,,,,,,,,,,,,,,,,,,,
30,,9,3,1,4,2.5,20,2.5,1,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Jonnu Smith TE,,,,,,,,,,,,,,,,,,,,
31,,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Jack Conklin OT,,,,,,,,,,,,,,,,,,,,
32,,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Nate Davis G,,,,,,,,,,,,,,,,,,,,
33,,13,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Beau Brinkley LS,,,,,,,,,,,,,,,,,,,,
34,,16,0,3,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Ryan Tannehill QB,,,,,,,,,,,,,,,,,,,,
35,,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Cody Hollister WR,,,,,,,,,,,,,,,,,,,,
36,,5,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Matt Dickerson DE,,,,,,,,,,,,,,,,,,,,
37,,5,1,1,2,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Khari Blasingame RB,,,,,,,,,,,,,,,,,,,,
38,,6,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,MyCole Pruitt TE,,,,,,,,,,,,,,,,,,,,
39,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Ben Jones C,,,,,,,,,,,,,,,,,,,,
40,,15,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,A.J. Brown WR,,,,,,,,,,,,,,,,,,,,
41,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Derrick Henry RB,,,,,,,,,,,,,,,,,,,,
42,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Ryan Succop PK,,,,,,,,,,,,,,,,,,,,
43,,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Taylor Lewan OT,,,,,,,,,,,,,,,,,,,,
44,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,David Fluellen RB,,,,,,,,,,,,,,,,,,,,
45,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Rod Smith RB,,,,,,,,,,,,,,,,,,,,
46,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Greg Joseph PK,,,,,,,,,,,,,,,,,,,,
47,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans,,,,,,,,,,,Corey Davis WR,,,,,,,,,,,,,,,,,,,,
0,,14,78,56,134,0.0,0,6.0,1,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Alexander Johnson LB,,,,,,,,,,,,,,,,,,,
1,,15,51,42,93,1.5,3,7.0,3,1,0,0,0,2,1,0,0,Defense,Broncos,,,,,,,,,,,,Justin Simmons S,,,,,,,,,,,,,,,,,,,
2,,16,65,28,93,0.0,0,2.5,15,4,30,17,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Kareem Jackson CB,,,,,,,,,,,,,,,,,,,
3,,13,48,23,71,0.0,0,4.5,10,2,28,24,0,1,0,1,0,Defense,Broncos,,,,,,,,,,,,Chris Harris Jr. CB,,,,,,,,,,,,,,,,,,,
4,,16,44,12,56,0.0,0,1.0,6,1,11,11,0,1,0,0,0,Defense,Broncos,,,,,,,,,,,,Shelby Harris NT,,,,,,,,,,,,,,,,,,,
5,,16,28,21,49,6.0,33,9.0,9,0,0,0,0,1,0,0,0,Defense,Broncos,,,,,,,,,,,,Mike Purcell NT,,,,,,,,,,,,,,,,,,,
6,,13,28,20,48,0.0,0,8.5,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Von Miller LB,,,,,,,,,,,,,,,,,,,
7,,15,33,13,46,8.0,32,11.0,2,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Isaac Yiadom CB,,,,,,,,,,,,,,,,,,,
8,,16,32,11,43,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Josey Jewell LB,,,,,,,,,,,,,,,,,,,
9,,15,21,17,38,1.5,5,1.5,0,0,0,0,0,0,2,0,0,Defense,Broncos,,,,,,,,,,,,Davontae Harris CB,,,,,,,,,,,,,,,,,,,
10,,16,30,5,35,0.0,0,2.5,3,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Will Parks S,,,,,,,,,,,,,,,,,,,
11,,14,26,9,35,1.0,7,1.0,2,1,11,11,0,1,0,0,0,Defense,Broncos,,,,,,,,,,,,Derek Wolfe DE,,,,,,,,,,,,,,,,,,,
12,,12,23,11,34,7.0,41,8.0,1,0,0,0,0,1,0,0,0,Defense,Broncos,,,,,,,,,,,,Malik Reed LB,,,,,,,,,,,,,,,,,,,
13,,15,16,11,27,2.0,11,5.5,1,0,0,0,0,0,1,0,0,Defense,Broncos,,,,,,,,,,,,Trey Marshall S,,,,,,,,,,,,,,,,,,,
14,,16,19,6,25,0.0,0,0.0,0,0,0,0,0,1,1,0,0,Defense,Broncos,,,,,,,,,,,,DeMarcus Walker DE,,,,,,,,,,,,,,,,,,,
15,,10,13,9,22,4.0,24,5.0,1,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Bradley Chubb LB,,,,,,,,,,,,,,,,,,,
16,,4,16,5,21,1.0,7,5.0,1,0,0,0,0,1,0,0,0,Defense,Broncos,,,,,,,,,,,,Justin Hollins LB,,,,,,,,,,,,,,,,,,,
17,,15,12,9,21,1.0,7,1.5,2,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Jeremiah Attaochu LB,,,,,,,,,,,,,,,,,,,
18,,12,14,7,21,3.5,19,5.5,0,0,0,0,0,0,1,0,0,Defense,Broncos,,,,,,,,,,,,Duke Dawson Jr. CB,,,,,,,,,,,,,,,,,,,
19,,14,15,4,19,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Adam Gotsis DE,,,,,,,,,,,,,,,,,,,
20,,9,11,5,16,0.0,0,1.5,2,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Dre'Mont Jones DE,,,,,,,,,,,,,,,,,,,
21,,14,8,6,14,3.5,22,3.5,2,1,7,7,0,0,0,0,1,Defense,Broncos,,,,,,,,,,,,De'Vante Bausby CB,,,,,,,,,,,,,,,,,,,
22,,5,9,4,13,0.0,0,0.0,3,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Corey Nelson LB,,,,,,,,,,,,,,,,,,,
23,,7,4,6,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Joe Jones LB,,,,,,,,,,,,,,,,,,,
24,,12,5,3,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Jonathan Harris DT,,,,,,,,,,,,,,,,,,,
25,,3,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Fred Brown WR,,,,,,,,,,,,,,,,,,,
26,,13,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Josh Watson LB,,,,,,,,,,,,,,,,,,,
27,,8,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Coty Sensabaugh CB,,,,,,,,,,,,,,,,,,,
28,,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Casey Kreiter LS,,,,,,,,,,,,,,,,,,,
29,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Noah Fant TE,,,,,,,,,,,,,,,,,,,
30,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Tim Patrick WR,,,,,,,,,,,,,,,,,,,
31,,8,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Andrew Beck TE,,,,,,,,,,,,,,,,,,,
32,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Garett Bolles OT,,,,,,,,,,,,,,,,,,,
