,Tremaine Edmunds LB,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team,Jerome Baker LB,Jamie Collins Sr. LB,James Burgess LB,Chuck Clark S,Shawn Williams S,Joe Schobert LB,Devin Bush LB,Zach Cunningham LB,Anthony Walker LB,Jarrod Wilson S,Logan Ryan CB,Todd Davis LB,Anthony Hitchens LB,Tahir Whitehead LB,Thomas Davis Sr. LB,Jaylon Smith LB,Antoine Bethea S,Malcolm Jenkins S,Landon Collins S,Roquan Smith LB,Tracy Walker S,Blake Martinez LB,Eric Kendricks LB,De'Vondre Campbell LB,Luke Kuechly LB,Demario Davis LB,Lavonte David LB,Jordan Hicks LB,Cory Littleton LB,Fred Warner LB,Bobby Wagner LB
17,,9,7,4,11,0.0,0,0.0,0,0,0,0,0,0,0,0,1,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Josh Jackson CB,,,,,,,,,
18,,14,11,0,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Oren Burks LB,,,,,,,,,
19,,12,7,4,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Montravius Adams DT,,,,,,,,,
20,,14,4,7,11,0.0,0,0.0,3,0,0,0,0,0,1,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Kingsley Keke DT,,,,,,,,,
21,,14,3,7,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Danny Vitale FB,,,,,,,,,
22,,15,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Raven Greene S,,,,,,,,,
23,,2,6,1,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Allen Lazard WR,,,,,,,,,
24,,16,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Jamaal Williams RB,,,,,,,,,
25,,14,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Jake Kumerow WR,,,,,,,,,
26,,14,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Ty Summers LB,,,,,,,,,
27,,16,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Evan Baylis TE,,,,,,,,,
28,,5,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Tremon Smith CB,,,,,,,,,
29,,7,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Mason Crosby PK,,,,,,,,,
30,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Bryan Bulaga OT,,,,,,,,,
31,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Marcedes Lewis TE,,,,,,,,,
32,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Davante Adams WR,,,,,,,,,
33,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Geronimo Allison WR,,,,,,,,,
34,,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Tyler Ervin RB,,,,,,,,,
35,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Jace Sternberger TE,,,,,,,,,
36,,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Hunter Bradley LS,,,,,,,,,
37,,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Tra Carson RB,,,,,,,,,
38,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,David Bakhtiari OT,,,,,,,,,
39,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Corey Linsley C,,,,,,,,,
40,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Darrius Shepherd WR,,,,,,,,,
41,,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Marquez Valdes-Scantling WR,,,,,,,,,
42,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Aaron Jones RB,,,,,,,,,
0,,15,70,40,110,0.5,4,4.5,12,0,0,0,0,2,2,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Harrison Smith S,,,,,,,,
1,,15,65,20,85,1.0,14,5.0,11,3,13,13,0,3,2,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Anthony Barr LB,,,,,,,,
2,,14,54,25,79,1.5,13,7.0,4,1,2,2,0,1,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Danielle Hunter DE,,,,,,,,
3,,16,52,18,70,14.5,113,18.0,0,0,0,0,0,3,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Xavier Rhodes CB,,,,,,,,
4,,15,54,9,63,0.0,0,5.0,6,0,0,0,0,1,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Eric Wilson LB,,,,,,,,
5,,16,36,26,62,3.0,24,6.0,0,0,0,0,0,0,0,0,1,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Anthony Harris S,,,,,,,,
6,,14,35,25,60,0.0,0,1.0,11,6,42,20,1,0,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Trae Waynes CB,,,,,,,,
7,,14,56,2,58,0.0,0,4.0,8,1,0,0,0,2,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Mike Hughes CB,,,,,,,,
8,,14,39,6,45,0.0,0,1.0,9,1,0,0,0,2,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Linval Joseph DT,,,,,,,,
9,,13,26,18,44,3.0,23,7.5,0,0,0,0,0,1,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Everson Griffen DE,,,,,,,,
10,,15,26,15,41,8.0,43,11.0,2,1,17,17,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Mackensie Alexander CB,,,,,,,,
11,,13,30,8,38,0.5,4,2.0,5,1,0,0,0,0,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Jaleel Johnson DT,,,,,,,,
12,,16,15,14,29,3.5,19,5.5,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Jayron Kearse S,,,,,,,,
13,,15,19,9,28,0.0,0,0.0,6,1,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Stephen Weatherly DE,,,,,,,,
14,,16,14,10,24,3.0,26,6.5,0,0,0,0,0,1,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Ifeadi Odenigbo DE,,,,,,,,
15,,16,18,5,23,7.0,60,8.0,0,0,0,0,0,1,2,1,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Kentrell Brothers LB,,,,,,,,
16,,13,16,7,23,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Kris Boyd CB,,,,,,,,
17,,16,20,2,22,0.0,0,2.0,1,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Shamar Stephen DT,,,,,,,,
18,,15,15,6,21,1.0,7,1.0,3,0,0,0,0,1,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Andrew Sendejo S,,,,,,,,
19,,6,13,4,17,0.0,0,0.0,2,2,21,21,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Armon Watts DT,,,,,,,,
20,,7,7,6,13,1.5,10,1.5,1,0,0,0,0,1,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Holton Hill CB,,,,,,,,
21,,8,12,1,13,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Ben Gedeon LB,,,,,,,,
22,,8,8,5,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Cameron Smith LB,,,,,,,,
23,,5,4,4,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Ameer Abdullah RB,,,,,,,,
24,,16,6,1,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Garrett Bradbury C,,,,,,,,
25,,16,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Jalyn Holmes DT,,,,,,,,
26,,6,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,C.J. Ham FB,,,,,,,,
27,,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Mike Boone RB,,,,,,,,
28,,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Irv Smith Jr. TE,,,,,,,,
29,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Nate Meadors CB,,,,,,,,
30,,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Tyler Conklin TE,,,,,,,,
31,,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Stefon Diggs WR,,,,,,,,
32,,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Marcus Epps S,,,,,,,,
33,,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Pat Elflein G,,,,,,,,
34,,15,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Josh Kline G,,,,,,,,
35,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Bisi Johnson WR,,,,,,,,
36,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Sean Mannion QB,,,,,,,,
37,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Hercules Mata'afa DT,,,,,,,,
38,,6,1,0,1,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Adam Thielen WR,,,,,,,,
39,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Riley Reiff OT,,,,,,,,
40,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings,,,,,,,,,,,,,,,,,,,,,,,Dakota Dozier G,,,,,,,,
0,,16,75,54,129,2.0,18,7.5,5,2,-5,0,0,3,1,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Deion Jones LB,,,,,,,
1,,16,68,42,110,0.0,0,9.0,5,1,27,27,1,0,1,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Ricardo Allen S,,,,,,,
2,,16,54,31,85,0.0,0,5.0,8,2,29,27,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Damontae Kazee S,,,,,,,
3,,16,46,28,74,0.0,0,2.0,3,3,53,22,0,1,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Grady Jarrett DT,,,,,,,
4,,16,38,31,69,7.5,49,16.5,0,0,0,0,0,2,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Oliver CB,,,,,,,
5,,16,50,12,62,0.0,0,0.0,11,0,0,0,0,1,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Foyesade Oluokun LB,,,,,,,
6,,16,35,26,61,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Tyeler Davison DT,,,,,,,
7,,16,26,30,56,1.0,2,5.0,0,0,0,0,0,0,1,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Kendall Sheffield CB,,,,,,,
8,,16,33,13,46,0.0,0,0.0,3,0,0,0,0,1,0,0,1,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Kemal Ishmael S,,,,,,,
9,,14,25,18,43,0.0,0,3.5,0,0,0,0,0,1,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Vic Beasley Jr. DE,,,,,,,
10,,16,29,13,42,8.0,69,12.0,2,0,0,0,0,2,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Takkarist McKinley DE,,,,,,,
11,,14,18,11,29,3.5,30,8.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Allen Bailey DE,,,,,,,
12,,15,14,12,26,1.0,11,2.5,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Blidi Wreh-Wilson CB,,,,,,,
13,,14,21,4,25,0.0,0,0.0,7,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jack Crawford DT,,,,,,,
14,,16,6,18,24,0.5,1,2.0,3,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Adrian Clayborn DE,,,,,,,
15,,15,12,6,18,4.0,38,4.5,0,0,0,0,0,2,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Desmond Trufant CB,,,,,,,
16,,9,13,5,18,0.0,0,2.0,7,4,26,16,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jacob Tuioti-Mariner DT,,,,,,,
17,,8,8,6,14,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Keanu Neal S,,,,,,,
18,,3,11,3,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,John Cominsky DE,,,,,,,
19,,10,3,8,11,0.5,1,1.5,2,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jamal Carter S,,,,,,,
20,,11,5,5,10,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Keith Smith FB,,,,,,,
21,,16,5,3,8,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jermaine Grace LB,,,,,,,
22,,12,2,4,6,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jaeden Graham TE,,,,,,,
23,,16,5,1,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Luke Stocker TE,,,,,,,
24,,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Qadree Ollison RB,,,,,,,
25,,8,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jordan Miller CB,,,,,,,
26,,10,3,1,4,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Sharrod Neasman S,,,,,,,
27,,15,2,2,4,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Julio Jones WR,,,,,,,
28,,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Devonta Freeman RB,,,,,,,
29,,14,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Josh Harris LS,,,,,,,
30,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Brian Hill RB,,,,,,,
31,,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Johnathan Cyprien S,,,,,,,
32,,1,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Russell Gage WR,,,,,,,
33,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Olamide Zaccheaus WR,,,,,,,
34,,10,1,1,2,0.0,0,0.0,0,0,0,0,0,0,1,1,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Austin Hooper TE,,,,,,,
35,,13,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Kaleb McGary OT,,,,,,,
36,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Kenjon Barner RB,,,,,,,
37,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Austin Larkin DE,,,,,,,
38,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Alex Mack C,,,,,,,
39,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jake Matthews OT,,,,,,,
40,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Sanu Sr. WR,,,,,,,
41,,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Thomas LB,,,,,,,
42,,1,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Calvin Ridley WR,,,,,,,
43,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Christian Blake WR,,,,,,,
44,,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Matt Ryan QB,,,,,,,
45,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons,,,,,,,,,,,,,,,,,,,,,,,,Jamar Taylor CB,,,,,,,
0,,16,81,63,144,0.0,0,6.0,12,2,26,25,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Eric Reid S,,,,,,
1,,16,97,33,130,4.0,15,7.0,6,0,0,0,0,1,2,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Shaq Thompson LB,,,,,,
2,,14,75,34,109,3.0,18,11.0,3,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Tre Boston S,,,,,,
3,,16,53,15,68,0.0,0,1.0,11,3,20,20,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,James Bradberry CB,,,,,,
4,,15,51,14,65,1.0,3,1.0,12,3,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Ross Cockrell CB,,,,,,
5,,14,48,14,62,0.0,0,2.5,8,2,70,37,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Donte Jackson CB,,,,,,
6,,13,32,8,40,0.0,0,1.0,8,3,25,25,0,0,1,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Javien Elliott CB,,,,,,
7,,16,24,14,38,0.5,4,2.0,2,1,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Gerald McCoy DT,,,,,,
8,,16,15,22,37,5.0,27,8.5,2,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Irvin DE,,,,,,
9,,13,22,14,36,8.5,51,10.0,1,0,0,0,0,1,1,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Mario Addison DE,,,,,,
10,,15,20,14,34,9.5,53,9.0,0,0,0,0,0,2,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Vernon Butler DT,,,,,,
11,,14,22,10,32,6.0,40,10.0,0,0,0,0,0,3,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Jermaine Carter LB,,,,,,
12,,16,22,9,31,0.5,5,2.5,0,0,0,0,0,0,0,0,1,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Brian Burns DE,,,,,,
13,,16,19,6,25,7.5,34,7.5,0,0,0,0,0,1,1,1,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Efe Obada DE,,,,,,
14,,16,14,10,24,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Dontari Poe DT,,,,,,
15,,11,15,7,22,4.0,26,6.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Marquis Haynes DE,,,,,,
16,,11,5,7,12,1.0,7,1.0,0,0,0,0,0,0,1,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Colin Jones S,,,,,,
17,,16,7,2,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Love DT,,,,,,
18,,15,5,3,8,0.0,0,1.5,1,0,0,0,0,0,0,0,1,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Kunaszyk LB,,,,,,
19,,9,3,4,7,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,DeAndrew White WR,,,,,,
20,,10,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Andre Smith LB,,,,,,
21,,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Allen QB,,,,,,
22,,13,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Curtis Samuel WR,,,,,,
23,,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,DJ Moore WR,,,,,,
24,,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Wes Horton DE,,,,,,
25,,6,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Kawann Short DT,,,,,,
26,,2,4,0,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Natrell Jamerson CB,,,,,,
27,,5,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Reggie Bonnafon RB,,,,,,
28,,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Taylor Moton OT,,,,,,
29,,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Rashaan Gaulden S,,,,,,
30,,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Christian Miller LB,,,,,,
31,,7,2,1,3,2.0,13,2.5,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Cole Luke S,,,,,,
32,,8,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Stacy McGee DE,,,,,,
33,,4,0,2,2,0.5,4,0.5,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Bryan Cox Jr. DE,,,,,,
34,,1,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Chris Hogan WR,,,,,,
35,,7,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Jarius Wright WR,,,,,,
36,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Alex Armah FB,,,,,,
37,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Daley OT,,,,,,
